rank,time,odds,old,jockey_weight,frame_order,horse_weight
4,1:20.9,23.0,牡4,57,2,472(-6)
5,1:21.0,95.7,,牝4,1,494(-6)
1,2:05.7,7.5,牡3,54,3,544(-4)
2,2:06.2,5.0,牡3,54,8,486(+4)
3,2:06.5,3.9,牡5,57,2,460(-2)
4,2:06.7,11.9,牡4,57,2,464(+2)
5,2:06.9,99.6,牡5,57,5,480(+2)
1,1:20.0,8.4,牡5,57,6,472(-2)
2,1:20.3,4.2,牝4,55,7,488(+8)
3,1:20.4,35.7,牝6,55,3,488(-4)
4,1:20.4,33.2,牝5,55,5,506(+2)
5,1:20.7,4.0,牝4,55,2,464(+2)
1,1:23.6,2.6,牡5,56,1,514(0)
2,1:23.9,7.5,牡5,56,6,488(-4)
3,1:24.2,83.5,牡5,57,7,530(-4)
4,1:24.2,4.4,牡5,58,8,520(+4)
5,1:24.4,6.7,牡7,56,8,528(-8)
1,1:52.2,2.0,牝3,52,4,506(-2)
2,1:53.2,8.8,牡3,54,2,532(-2)
3,1:54.0,134.8,牡4,57,1,490(-2)
4,1:54.0,57.7,牝5,53,6,482(+6)
5,1:54.3,33.2,牡3,54,4,448(-2)
1,1:25.7,6.4,牡3,56,4,454(-6)
2,1:25.7,4.5,牡3,56,1,478(-8)
3,1:26.0,3.2,,牝3,3,482(+12)
4,1:26.0,9.1,,牡3,1,490(-6)
5,1:26.0,23.0,,,5,430(-2)
1,2:08.2,4.2,牡3,56,6,486(0)
2,2:08.8,5.1,牡3,56,8,490(0)
3,2:08.8,4.8,牡3,56,4,490(-2)
4,2:09.0,4.2,牡3,56,1,506(-2)
5,2:09.2,30.3,牡3,54,7,492(-4)
1,1:56.4,4.7,牝3,54,7,472(-12)
2,1:57.3,87.0,牝3,51,5,406(0)
3,1:58.0,70.8,牝3,54,1,438(-2)
4,1:58.4,69.2,牝3,54,6,490(0)
5,1:58.4,2.6,牝3,50,8,424(+6)
1,1:34.6,12.2,牡3,56,4,496(+6)
2,1:34.7,2.4,牡3,56,3,464(+4)
3,1:34.9,8.3,牡3,52,2,446(-4)
4,1:35.0,22.7,牝3,54,1,438(-6)
5,1:35.1,9.3,牡3,54,7,478(-4)
1,1:50.2,4.7,牡2,54,3,494(0)
2,1:50.5,4.8,牡2,54,1,484(0)
3,1:50.7,18.4,,牡2,7,506(0)
4,1:50.9,7.8,,牡2,4,436(0)
5,1:50.9,2.0,,牡2,5,510(0)
1,1:24.8,9.7,牡5,57,4,514(-2)
2,1:24.9,5.4,セ3,54,3,490(+2)
3,1:25.1,47.6,牡4,57,2,494(+12)
4,1:25.3,80.1,牝3,52,6,462(+4)
5,1:25.8,2.7,牝3,52,6,436(-2)
1,2:14.3,17.0,牝3,51,7,432(-2)
2,2:14.3,81.9,牡3,53,8,506(-8)
3,2:14.6,6.7,牡3,53,2,474(-2)
4,2:14.7,7.6,牡3,53,4,488(-4)
5,2:14.9,2.9,牡3,53,4,480(+6)
1,1:46.2,1.8,牡3,54,4,426(0)
2,1:46.3,9.3,牡3,54,8,460(-2)
3,1:46.5,16.9,牡5,57,1,484(-4)
4,1:46.9,9.2,牡3,54,3,452(+2)
5,1:47.0,7.1,牝3,52,8,458(+4)
1,1:20.5,34.4,牝4,53,7,506(-10)
2,1:20.6,19.0,牝5,53,1,490(-2)
3,1:20.7,2.1,牝3,51,4,450(-4)
4,1:20.9,5.6,牡6,55,1,466(-4)
5,1:21.1,21.2,牝4,53,4,494(+4)
1,1:24.4,7.5,牡5,57,8,498(+2)
2,1:24.5,2.4,セ4,57,5,534(+8)
3,1:24.5,10.9,牡4,57,7,504(+2)
4,1:24.6,42.5,牡6,57,5,498(+2)
5,1:24.7,125.3,牡7,57,7,496(-2)
1,2:09.7,4.2,牡4,58,3,476(+2)
2,2:10.0,9.5,牡6,58,5,490(-4)
3,2:10.3,7.3,牝5,56,4,480(-6)
4,2:10.3,5.6,,牡5,7,502(-2)
5,2:10.6,175.2,,牡7,5,474(-4)
1,1:12.6,9.9,牡8,57,3,456(-2)
2,1:12.8,83.7,牡4,57,7,454(-4)
3,1:12.8,31.7,牝6,55,8,484(+16)
4,1:12.8,25.6,牝6,55,8,498(-2)
5,1:12.8,4.3,牡3,54,2,532(+2)
1,1:11.6,1.7,牡2,53,2,502(+8)
2,1:11.8,3.7,牡2,55,8,470(-2)
3,1:12.5,4.6,牝2,54,5,464(0)
4,1:12.7,47.9,牡2,55,7,470(+8)
5,1:13.1,180.2,牝2,54,4,458(+8)
1,1:21.6,13.4,牝2,54,3,408(+2)
2,1:21.7,2.7,牡2,55,6,490(+6)
3,1:21.8,100.5,牡2,55,8,462(-2)
4,1:21.8,2.6,牝2,54,8,462(+8)
5,1:22.0,18.8,,牡2,4,484(+2)
1,2:01.3,38.2,牡2,55,7,478(+8)
2,2:01.4,5.3,,牡2,1,492(-6)
3,2:01.4,24.9,,,8,456(+2)
4,2:01.5,112.8,,,5,472(0)
5,2:01.7,6.8,**,,7,458(-4)
1,3:24.0,2.5,牡8,60,2,498(+10)
2,3:25.0,12.7,57,6,5,544(0)
3,3:25.1,4.7,クビ,,1,514(+20)
4,3:25.1,2.4,,,3,468(-8)
5,3:27.3,9.0,,牡3,7,484(+10)
1,1:36.5,6.2,牝2,54,6,452(0)
2,1:36.5,2.9,,牝2,7,434(0)
3,1:36.5,18.1,,牝2,2,448(0)
4,1:36.5,7.0,,牝2,5,500(0)
5,1:36.7,44.2,,牝2,7,422(0)
1,1:56.1,2.0,牡2,55,8,530(0)
2,1:56.3,16.7,牝2,54,1,462(0)
3,1:56.7,5.1,牡2,55,8,522(0)
4,1:57.8,56.6,牝2,54,7,474(0)
5,1:57.9,24.3,,牡2,3,520(0)
1,2:04.5,3.5,牡3,55,2,528(-4)
2,2:05.9,102.3,牝4,54,4,430(0)
3,2:06.0,10.1,牡3,55,8,488(-8)
4,2:06.0,5.2,牡3,55,5,492(+8)
5,2:06.0,10.0,牡3,55,7,518(0)
1,1:23.8,71.8,牝5,55,7,468(+18)
2,1:23.9,15.1,,牝3,5,500(-2)
3,1:24.0,60.1,,牝5,1,464(+2)
4,1:24.0,7.2,,,4,478(0)
5,1:24.2,33.5,,,6,434(-10)
1,1:32.5,2.1,牡3,55,3,432(+6)
2,1:32.8,2.6,牡3,55,2,428(-4)
3,1:32.8,12.4,牡4,57,4,444(+4)
4,1:33.4,56.2,牝4,55,1,464(+2)
5,1:33.4,13.8,牝3,53,4,452(0)
1,1:19.7,8.9,牝4,54,5,468(-2)
2,1:19.9,11.2,牝4,53,4,488(+12)
3,1:19.9,2.8,牝4,53,1,496(+8)
4,1:19.9,12.1,牝5,53,7,454(-4)
5,1:20.0,44.3,,牝5,8,492(+10)
1,1:10.0,5.1,牡4,58,6,502(0)
2,1:10.4,5.2,牡3,54,1,440(+8)
3,1:10.5,4.8,牡6,57,8,514(+8)
4,1:10.5,8.5,牡5,56,4,504(+2)
5,1:10.6,23.9,牡5,56,4,454(0)
1,1:51.6,1.5,牡3,55,4,490(+2)
2,1:51.6,4.3,牡3,55,6,486(0)
3,1:52.1,15.4,牡6,57,1,478(+10)
4,1:52.4,105.9,牝5,55,7,466(0)
5,1:52.7,51.8,,牝4,5,452(+4)
1,1:55.6,3.7,牝2,54,4,476(-6)
2,1:55.7,25.6,牡2,55,2,468(-10)
3,1:56.5,122.8,牡2,52,6,540(+6)
4,1:56.6,1.8,,牡2,7,486(+8)
5,1:57.2,20.1,,牝2,5,462(-4)
1,1:48.0,13.0,牡2,54,4,472(-2)
2,1:48.1,1.5,牡2,55,3,438(+2)
3,1:48.1,5.6,牝2,54,8,492(+2)
4,1:48.2,13.0,牡2,55,5,434(+10)
5,1:48.3,14.9,,牡2,6,498(-6)
1,1:25.1,3.6,牡2,55,1,460(0)
2,1:25.9,23.5,牡2,55,7,446(0)
3,1:27.1,4.3,牡2,52,8,464(0)
4,1:27.3,45.0,,牡2,4,526(0)
5,1:27.7,7.0,,,6,446(0)
1,3:30.5,2.9,牡6,60,3,488(+8)
2,3:30.7,3.1,60,1.1/4,6,480(-4)
3,3:30.7,15.6,ハナ,,4,468(+4)
4,3:31.3,76.2,,,1,470(+14)
5,3:31.6,24.2,,牡5,2,494(+20)
1,1:48.0,17.5,牝2,53,8,430(0)
2,1:48.1,7.7,牡2,55,8,446(0)
3,1:48.3,6.0,,牡2,7,460(0)
4,1:48.5,3.0,,牝2,6,434(0)
5,1:48.8,8.2,,,1,458(0)
1,1:23.3,4.4,牡4,57,6,488(+20)
2,1:24.1,5.9,牡4,57,8,524(+6)
3,1:24.2,2.4,牡4,53,5,478(-2)
4,1:24.5,36.0,牡3,55,7,488(+6)
5,1:24.5,123.0,,牝3,7,444(+10)
1,1:52.2,10.1,牝3,53,5,500(+2)
2,1:52.2,6.9,牝3,53,5,462(-14)
3,1:52.4,2.2,牝3,53,1,492(0)
4,1:52.5,15.2,牝3,53,7,456(+6)
5,1:52.7,177.8,牝3,53,3,518(+8)
1,2:14.8,3.4,牡6,57,5,490(0)
2,2:15.0,7.2,,牡4,2,450(+8)
