rank,odds,old,jockey_weight,frame_order,horse_weight
1,7.6,2,54,2,474
0,11.4,2,54,5,492
0,6.2,4,57,1,478
0,4.7,3,55,2,458
0,6.2,3,54,3,496
0,6.2,2,54,5,474
0,19.2,2,54,4,464
0,12.7,2,54,2,456
1,4.1,2,54,1,496
1,8.9,2,54,5,434
0,7.2,4,55,8,504
0,6.8,5,55,1,486
0,21.2,3,55,4,526
1,3.4,4,55,3,494
1,7.1,4,55,7,464
0,4.8,3,53,2,450
0,5.7,3,53,8,446
0,9.2,3,53,7,422
0,2.9,3,53,3,430
1,26.8,3,53,6,450
1,6.9,4,57,4,486
0,8.7,2,54,5,448
0,85.1,2,54,8,486
0,3.8,2,54,8,496
0,21.5,3,56,8,466
0,13.9,3,55,6,432
0,3.6,3,53,3,426
1,7.2,3,54,4,426
1,9.0,3,52,2,462
0,12.1,5,60,2,508
0,4.2,2,54,4,426
0,8.3,2,54,3,402
0,5.9,2,54,6,448
1,5.9,2,54,1,410
0,4.6,4,55,7,488
0,17.8,3,51,4,496
0,15.7,4,55,7,480
1,288.1,3,53,5,440
0,10.0,3,52,3,438
0,13.9,3,54,8,460
0,22.4,5,57,5,454
0,3.0,4,56,8,518
0,4.1,4,57,3,500
0,9.3,4,57,7,468
1,209.6,4,55,1,454
1,6.3,3,54,5,530
0,1.7,3,53,7,462
0,3.1,4,53,5,436
0,4.4,5,57,8,452
0,3.0,5,55,5,432
0,6.7,3,55,4,462
1,5.0,6,57,8,488
1,7.3,4,55,6,460
0,3.0,5,54,7,464
0,2.1,3,54,2,464
0,8.2,4,57,8,422
0,100.3,6,55,5,446
1,3.4,4,57,4,480
1,83.4,3,54,6,496
0,2.3,3,56,7,486
0,5.2,3,56,8,458
0,8.2,3,56,1,466
1,7.5,3,56,3,470
1,18.2,3,56,1,440
0,4.7,3,56,5,476
0,79.1,3,56,2,472
0,1.3,3,56,1,492
0,2.0,3,56,8,492
0,3.0,3,56,5,494
0,10.2,3,56,3,522
1,25.3,3,56,7,506
1,114.9,3,54,1,466
0,2.5,3,56,7,454
0,12.3,3,56,3,496
0,1.5,3,56,7,462
0,5.7,3,56,2,488
1,16.2,3,54,8,524
1,33.0,3,56,5,472
0,45.2,4,56,4,520
0,3.3,4,55,3,460
0,4.6,5,55,6,534
0,4.0,4,55,4,418
1,287.0,4,54,5,464
0,14.0,5,57,5,440
0,4.0,4,54,6,454
0,6.5,4,56,8,524
1,10.5,4,56,4,444
1,43.4,6,57,6,470
0,3.0,4,56,2,492
0,4.5,4,56,5,478
0,2.2,6,55,3,476
1,38.3,9,57,1,478
1,7.9,5,57,6,470
0,2.0,3,54,5,474
0,6.8,3,54,7,498
0,4.0,5,56,1,536
0,3.1,4,56,1,518
0,31.6,4,53,6,468
1,7.4,6,54,4,506
1,10.0,6,53,8,530
0,5.0,5,55,1,512
0,2.4,4,57,2,524
0,3.8,5,55,3,496
0,2.7,3,54,4,476
0,5.9,3,56,8,510
0,18.3,3,54,3,516
0,5.6,3,56,7,484
1,6.2,3,54,5,466
0,35.6,3,54,4,446
0,2.2,3,56,2,476
0,63.3,3,56,3,448
0,1.8,5,60,5,522
0,2.1,3,56,3,458
0,5.6,3,56,7,470
0,14.2,3,55,7,520
1,4.7,3,56,4,460
1,42.8,3,53,1,444
0,2.4,3,54,1,454
0,24.2,3,56,8,496
0,3.2,5,57,2,502
0,15.8,4,55,7,470
0,27.3,5,57,6,536
1,18.6,4,57,5,484
1,4.7,4,57,3,512
0,9.3,4,56,8,490
0,1.6,4,56,6,512
0,5.8,4,55,8,484
1,14.8,5,57,5,452
1,16.7,4,54,4,444
0,4.7,3,56,7,490
0,3.4,3,57,5,446
0,19.5,3,56,3,524
1,8.3,3,56,1,504
1,2.1,3,56,2,464
0,10.6,6,57,7,474
0,2.6,5,55,1,498
0,27.5,6,57,6,522
0,16.8,5,54,7,470
0,2.6,4,56,8,488
0,3.8,7,58,3,478
1,31.3,6,56,1,504
1,27.0,5,54,2,488
0,5.5,5,55,2,488
0,137.6,6,55,4,462
0,18.2,6,55,6,474
1,9.5,5,55,3,482
1,22.3,7,57,7,482
0,3.1,3,54,6,452
0,8.2,3,54,7,504
0,6.8,3,56,6,504
0,13.1,3,56,7,440
0,9.4,3,54,4,442
1,4.7,3,56,8,502
1,18.6,3,56,4,462
0,3.6,3,56,2,484
0,5.3,3,56,5,500
0,20.0,3,56,3,496
1,5.6,3,56,6,452
1,47.4,3,56,8,488
0,2.6,5,60,7,526
0,8.0,3,56,8,528
0,2.4,3,56,6,516
0,4.3,3,54,8,496
1,7.5,3,56,1,474
0,1.2,3,56,1,472
0,14.7,3,56,4,482
0,2.3,3,56,5,472
0,48.6,3,56,8,462
0,3.5,3,54,7,450
1,16.2,3,56,4,470
1,12.6,3,56,8,498
0,2.3,4,57,4,504
0,3.4,4,57,8,492
0,4.3,4,57,7,470
1,63.3,4,57,8,488
1,21.5,5,57,7,526
0,2.1,4,57,4,452
0,4.2,5,57,1,460
0,5.3,4,57,7,484
1,4.7,4,57,8,480
1,50.2,5,57,3,518
0,22.8,6,57,2,520
0,2.7,4,55,6,484
0,52.3,4,57,5,492
1,22.3,7,55,4,464
1,18.2,4,57,4,510
0,1.8,3,54,5,494
0,7.7,3,54,4,438
0,2.9,3,54,8,498
1,10.9,3,54,8,430
0,2.4,5,57,2,446
0,4.7,4,55,3,484
0,34.7,6,55,8,490
1,6.8,4,55,6,454
1,65.9,6,57,4,460
0,4.8,3,54,6,442
0,2.9,3,54,8,460
0,4.1,3,54,7,446
1,20.9,3,54,4,450
1,51.4,3,54,2,434
0,3.6,3,56,2,446
0,3.1,3,56,7,438
0,9.8,3,56,1,474
1,40.0,3,56,5,430
1,3.8,3,54,5,454
0,2.1,3,56,5,484
0,16.4,3,56,6,440
0,6.4,3,56,2,522
1,3.2,3,56,1,460
0,20.6,3,54,7,496
0,18.2,3,54,6,478
0,67.0,3,51,2,466
0,55.9,3,54,1,464
0,4.9,3,54,3,436
0,2.6,3,56,6,480
0,1.6,3,56,7,456
0,10.2,6,57,1,466
0,2.5,4,57,6,460
0,5.3,6,57,8,512
1,37.8,4,57,3,528
1,3.5,4,57,8,486
0,2.3,5,57,2,490
0,5.5,3,56,2,434
0,5.1,3,54,8,450
0,2.9,5,57,1,526
0,2.1,4,57,4,454
0,10.1,5,57,7,528
1,6.1,4,53,5,446
1,27.5,7,54,8,446
0,5.1,4,55,2,496
0,10.9,6,55,3,474
0,4.6,4,57,5,486
1,21.6,6,55,5,490
0,3.7,4,55,1,476
0,20.4,6,57,3,462
0,1.1,3,56,2,490
0,95.5,3,55,6,542
0,7.5,3,56,3,492
1,23.7,3,56,8,496
1,21.7,3,56,7,452
0,1.7,3,54,4,468
0,43.1,3,54,3,468
0,5.8,3,56,5,472
0,21.6,3,56,7,518
0,3.4,3,56,3,530
0,2.7,3,56,3,450
0,34.1,3,54,3,446
0,2.6,3,56,6,464
0,2.3,3,56,7,470
0,6.5,3,56,6,478
0,12.5,3,56,4,460
1,170.6,3,56,8,448
1,7.1,3,54,3,448
0,9.4,5,57,7,526
0,2.0,5,57,8,458
0,8.4,5,57,5,462
1,3.4,4,57,4,460
1,6.4,4,57,8,530
0,11.5,5,54,6,540
0,6.7,4,57,7,488
0,1.2,8,62,2,536
0,10.7,8,8,5,478
0,4.5,3,54,4,450
0,4.5,4,55,4,454
0,7.9,6,55,5,496
0,5.9,5,55,8,464
0,5.8,5,56,8,480
0,33.4,6,57,5,458
0,1.7,5,55,5,490
0,189.2,7,57,1,482
0,17.0,4,57,8,526
1,4.2,4,57,3,440
1,150.7,7,55,6,480
0,1.2,3,54,3,524
0,5.9,3,54,5,490
0,81.7,3,54,7,460
1,36.6,3,54,6,444
1,9.9,3,54,4,454
0,3.0,3,56,4,486
0,22.3,3,56,5,492
0,4.1,3,56,7,528
0,1.5,3,56,2,464
0,14.0,3,56,1,460
0,5.3,3,56,7,470
1,37.7,3,56,6,454
1,404.3,3,51,5,510
0,7.3,3,56,6,484
0,14.3,3,54,5,464
0,1.2,3,56,5,468
0,9.1,3,56,7,442
0,49.7,3,54,8,516
0,4.4,5,55,8,452
0,12.2,5,55,2,508
0,4.2,4,55,3,484
1,32.7,4,52,7,446
1,28.2,5,55,1,466
0,4.5,4,57,3,436
0,5.2,4,57,4,456
0,12.2,4,57,2,480
1,19.4,5,57,8,500
1,3.8,4,57,4,442
0,2.5,4,55,4,480
0,22.6,6,54,8,432
0,2.6,4,56,3,486
0,9.7,4,55,7,458
0,5.1,5,57,2,536
1,14.3,6,56,8,476
1,23.0,6,54,7,498
0,22.3,3,54,5,442
0,4.4,3,54,5,426
0,9.6,5,55,4,522
0,15.2,4,57,6,514
0,8.9,4,57,8,462
0,1.2,3,56,1,508
0,12.0,3,56,7,498
0,10.4,3,54,4,420
1,6.2,3,56,3,498
0,6.0,3,56,2,502
0,2.4,3,54,2,480
0,5.8,3,56,1,490
1,10.2,3,56,4,482
1,4.4,3,56,1,524
0,4.5,3,54,1,398
0,1.7,3,54,8,536
0,3.8,3,54,3,486
0,83.9,3,54,1,468
1,136.2,3,55,6,470
1,94.1,3,56,2,464
0,2.7,3,54,2,512
0,3.6,3,56,5,446
0,17.3,3,56,8,508
1,3.8,3,55,7,424
0,11.7,3,54,8,430
0,1.4,3,54,8,460
0,8.8,4,57,6,496
0,5.7,6,57,5,464
0,7.9,4,57,1,492
0,5.9,5,57,4,536
0,9.4,5,57,5,538
0,2.8,5,57,8,472
0,5.0,4,57,8,502
0,40.9,5,57,4,518
1,2.1,5,57,1,460
1,9.6,5,57,5,492
0,3.8,4,57,5,526
0,45.0,3,56,6,474
0,15.8,3,56,6,472
0,7.6,5,55,7,508
0,4.0,4,55,2,480
0,3.9,4,55,5,466
1,17.1,4,55,1,454
1,5.4,4,55,4,486
0,3.4,3,54,7,460
0,5.7,3,54,2,434
0,26.7,3,54,2,414
1,1.9,3,54,3,512
1,142.4,3,54,1,460
0,1.6,3,56,6,472
0,6.4,3,54,8,480
0,53.6,3,55,6,500
1,3.3,3,56,8,466
1,11.8,3,56,5,456
0,7.9,3,54,5,440
0,17.9,3,56,1,482
0,12.8,3,56,3,490
0,19.5,3,56,3,446
0,9.2,3,56,5,424
0,2.0,3,56,1,432
1,41.4,3,56,6,514
0,4.6,3,54,6,480
0,5.3,3,54,8,474
0,1.8,3,56,6,498
0,6.7,3,56,4,494
0,4.1,3,56,5,468
1,18.6,3,54,1,490
1,11.5,3,56,8,496
0,5.8,5,55,1,448
0,3.9,4,56,5,470
0,10.8,5,57,7,508
1,7.3,4,56,4,468
1,21.3,4,55,3,510
0,7.0,4,57,8,506
0,2.3,4,57,8,434
0,2.7,4,57,7,492
1,17.2,4,57,5,530
1,108.4,4,57,1,486
0,2.8,7,57,2,494
0,8.3,6,55,3,442
0,2.7,4,56,7,518
0,45.9,5,55,8,470
0,3.0,4,53,4,480
1,7.1,5,56,7,464
1,24.8,5,55,2,446
0,5.6,5,56,6,454
0,6.3,4,55,6,456
0,1.9,4,56,7,486
1,3.7,7,57,8,482
1,29.5,1,56,4,456
0,5.5,4,55,3,500
0,12.1,5,55,8,478
0,4.6,4,55,3,472
1,13.4,7,57,5,482
1,4.4,4,55,6,466
0,1.4,2,55,1,444
0,5.5,2,55,2,472
0,6.4,2,54,8,424
1,26.2,2,55,6,480
1,9.6,2,55,3,468
0,1.5,2,55,5,484
0,4.0,2,54,4,450
0,8.7,2,55,8,518
1,22.1,2,55,6,428
1,58.6,2,54,6,402
0,8.8,2,55,7,440
0,46.6,2,55,6,502
0,1.3,2,55,8,516
1,72.6,2,55,4,520
0,15.8,2,55,4,486
0,2.9,2,55,2,470
0,3.9,2,55,3,478
1,18.3,2,54,6,458
0,16.1,2,54,1,462
0,101.2,2,55,8,464
0,10.8,2,54,8,442
0,1.7,2,54,6,436
0,31.4,2,54,6,420
0,11.5,2,54,5,448
1,5.7,2,54,5,472
1,12.8,2,54,3,430
0,4.7,2,55,1,466
0,2.2,2,54,8,468
0,6.2,2,54,4,504
1,504.2,2,55,2,526
1,20.8,2,54,5,520
0,5.4,3,56,2,482
0,2.8,3,56,1,500
0,14.5,4,57,5,548
1,13.4,3,56,8,478
1,54.4,3,56,6,494
0,11.3,4,57,4,492
0,1.7,4,57,7,488
0,3.2,3,56,8,506
0,4.9,4,55,5,496
0,1.6,3,56,2,502
1,100.7,7,57,7,510
1,15.9,4,55,8,482
0,2.7,4,56,7,508
0,14.6,5,56,2,450
0,18.2,3,56,7,450
0,2.5,4,57,3,502
0,16.5,3,56,6,552
0,3.8,4,55,2,502
1,24.8,3,54,1,476
0,3.5,2,54,6,468
0,5.6,2,53,8,440
0,4.6,2,54,2,454
1,23.6,2,54,7,470
0,3.1,2,54,8,450
0,15.1,2,54,5,446
0,27.8,2,55,8,498
1,135.7,2,52,7,456
1,8.9,2,55,1,464
0,1.2,2,55,7,452
0,17.2,2,54,4,450
0,7.2,2,55,1,496
0,7.9,4,60,7,498
0,7.0,0,5,5,464
0,4.6,2,55,4,454
0,12.4,2,55,5,466
0,18.3,2,55,4,466
0,23.9,2,54,8,500
1,3.0,2,55,3,470
1,6.3,2,55,7,502
0,5.2,4,57,2,492
0,3.6,3,56,3,450
0,90.3,4,57,3,478
1,5.6,4,57,2,490
0,2.0,3,55,4,502
0,7.0,3,56,3,450
0,5.4,4,56,2,486
0,4.2,2,54,7,460
0,1.5,2,55,1,500
0,8.0,2,55,4,468
1,6.8,2,55,3,474
0,3.9,4,57,7,510
0,34.4,5,57,8,488
0,7.9,4,57,1,498
1,5.6,4,57,5,438
1,3.1,4,57,3,434
0,20.2,5,56,3,538
0,23.7,5,54,6,468
0,5.0,3,54,1,470
0,12.4,5,57,6,448
0,7.1,3,54,8,428
1,38.4,5,57,3,472
1,5.4,5,55,2,486
0,2.5,2,55,6,474
0,3.2,2,55,8,474
0,17.1,2,55,5,496
1,27.0,2,55,4,502
0,10.7,2,53,5,502
0,3.4,2,55,3,452
0,36.2,2,55,4,510
1,5.2,2,54,8,472
1,65.1,2,55,1,502
0,1.1,2,55,6,472
0,66.5,2,55,7,476
0,20.6,2,53,6,482
0,1.8,2,54,4,470
0,2.8,2,54,8,454
0,6.4,2,54,7,426
1,29.7,2,54,3,454
0,6.1,2,55,1,438
0,3.9,2,54,8,488
0,2.8,2,55,3,440
1,15.8,2,54,2,384
0,3.0,2,55,6,482
0,1.9,2,54,7,536
0,18.9,2,55,4,508
1,33.4,2,55,4,478
1,200.0,2,54,8,486
0,32.8,3,54,7,508
0,7.6,5,55,5,504
0,4.5,5,55,4,488
1,2.1,3,54,8,474
1,5.4,3,54,1,468
0,2.1,4,57,7,512
0,3.0,5,57,3,504
0,4.4,5,57,2,458
1,10.7,3,55,6,492
1,52.7,4,55,4,502
0,2.2,2,54,3,506
0,7.2,2,55,4,474
0,2.9,3,53,2,474
0,11.3,3,53,4,472
0,2.3,3,54,8,494
1,5.6,3,52,5,444
1,98.7,5,54,6,462
0,3.2,3,55,1,468
0,69.0,3,55,7,464
0,38.9,4,56,2,446
1,5.1,4,56,8,488
1,24.9,3,55,6,478
0,5.9,4,57,1,488
0,1.8,5,57,2,530
0,16.2,4,57,2,476
1,111.6,4,55,7,432
1,11.7,3,56,7,480
0,6.1,2,54,3,462
0,16.2,2,54,4,464
0,75.1,2,54,1,440
1,2.6,2,54,6,448
1,17.1,2,54,4,418
0,22.8,2,55,8,464
0,2.0,2,55,7,484
0,41.5,2,55,6,492
0,2.5,2,55,4,474
0,92.9,2,54,6,404
0,5.7,2,55,1,460
1,34.9,2,54,1,398
1,13.0,2,54,8,460
0,5.9,2,54,5,470
0,2.6,2,55,6,438
0,2.1,2,55,8,462
0,2.6,2,54,5,430
0,5.8,2,54,6,450
0,4.9,2,55,7,482
1,12.7,2,54,1,464
1,3.0,2,54,4,474
0,7.4,2,54,3,446
0,9.6,2,55,6,490
0,55.7,2,54,5,460
1,10.3,2,55,7,470
1,20.2,2,55,4,432
0,6.1,3,56,1,498
0,2.4,3,56,3,484
0,11.4,3,56,8,454
0,9.7,3,56,2,438
1,5.8,4,55,6,454
1,3.1,5,55,1,448
0,2.9,5,57,8,506
0,12.8,4,53,3,430
0,3.3,3,51,5,528
1,4.5,5,57,1,462
1,35.3,5,53,6,438
0,4.3,4,57,5,526
0,13.6,3,56,1,524
0,2.6,2,54,7,460
0,3.6,2,54,5,436
0,1.8,3,54,7,440
0,17.2,3,56,3,492
0,42.1,4,57,7,482
1,8.1,5,55,8,514
1,21.2,5,55,4,460
0,29.1,2,54,5,424
0,2.8,2,54,6,490
0,33.5,2,54,8,448
0,3.0,2,55,1,512
0,17.4,2,55,6,520
0,12.1,2,54,6,440
0,4.4,2,55,2,458
0,2.4,2,55,3,482
1,8.3,2,53,6,470
1,13.6,2,55,8,458
0,2.2,2,55,8,444
0,7.1,2,55,7,494
0,28.7,2,55,1,430
1,74.4,2,54,4,466
1,5.1,2,55,7,486
0,1.5,2,54,8,430
0,39.9,2,55,5,440
0,5.6,2,55,1,474
1,21.1,2,54,4,454
1,9.4,2,54,2,424
0,13.8,2,54,1,470
0,6.0,2,54,7,438
0,2.9,2,55,1,474
0,5.2,3,56,2,474
0,14.8,3,56,4,510
0,419.1,4,57,7,438
0,1.6,3,56,3,476
0,11.3,3,56,3,498
0,4.2,4,57,2,516
1,8.7,3,56,6,532
1,62.9,3,56,2,514
0,5.2,2,54,2,454
0,7.9,2,54,7,438
0,12.8,2,54,6,446
1,8.7,2,54,3,434
1,23.4,2,54,4,428
0,6.4,4,57,7,500
0,73.7,5,55,8,512
0,11.4,4,57,3,504
1,3.5,4,57,7,440
1,81.5,4,55,5,460
0,10.3,4,52,2,456
0,22.2,6,52,3,478
0,3.1,4,57,2,512
0,7.5,4,55,4,474
0,1.7,2,54,4,496
0,20.0,2,55,7,468
0,8.3,2,55,6,478
0,3.6,2,55,1,452
0,1.8,2,54,5,474
0,10.7,2,55,6,466
1,14.6,2,55,7,506
1,11.1,2,54,4,438
0,4.7,2,55,6,492
0,2.2,2,54,7,450
0,5.8,2,55,4,428
0,2.8,2,54,3,458
0,3.8,2,55,1,438
0,63.5,2,55,2,454
1,4.7,2,54,4,510
1,25.1,2,55,8,532
0,46.3,2,55,6,502
0,7.2,2,55,1,420
0,4.5,2,54,2,454
0,9.7,2,54,1,450
0,1.8,2,54,6,414
1,14.3,2,54,4,484
1,78.8,2,54,7,436
0,3.8,2,55,8,466
0,81.0,2,54,5,466
0,2.2,2,55,2,496
1,182.4,2,55,4,454
1,4.8,2,55,6,500
0,2.7,5,57,6,534
0,3.8,4,57,4,486
0,62.9,3,56,3,472
1,7.8,4,57,7,488
1,5.5,5,55,7,466
0,3.0,4,55,1,458
0,22.7,5,55,8,480
0,12.3,3,54,6,440
1,5.8,4,55,5,470
1,10.1,3,54,2,438
0,1.8,3,56,3,460
0,27.9,3,54,6,438
0,15.5,5,57,2,456
0,4.6,2,55,4,470
0,77.4,2,55,1,492
0,1.5,2,54,2,482
1,8.5,2,55,8,474
1,105.7,2,55,5,452
0,2.2,3,56,6,510
0,18.2,3,56,7,468
0,40.8,4,55,5,454
1,4.4,4,55,5,500
1,6.7,4,57,7,494
0,5.4,2,54,5,412
0,16.8,2,54,3,466
0,4.1,2,55,2,456
1,2.6,2,55,2,478
1,12.5,2,55,3,482
0,3.2,2,55,8,472
0,1.6,2,55,7,544
0,7.1,2,54,3,442
0,289.9,2,54,6,420
0,1.7,2,54,5,470
1,17.3,2,54,1,458
1,9.2,2,54,3,432
0,4.4,2,55,7,464
0,1.5,2,55,2,468
0,18.3,2,54,7,458
0,4.1,2,55,3,492
0,6.4,2,54,8,470
1,25.0,2,55,5,468
0,13.5,2,55,5,504
0,7.2,2,55,6,440
0,5.2,2,54,7,450
1,8.8,2,55,3,494
1,25.7,2,55,8,438
0,5.5,4,57,3,516
0,22.4,4,55,7,456
0,5.2,3,55,4,472
0,4.9,4,57,6,486
0,2.2,3,56,4,500
0,6.5,3,56,1,510
1,93.7,3,54,3,472
1,143.1,3,56,6,446
0,3.7,4,57,5,524
0,2.8,3,55,8,510
0,9.2,3,55,7,442
1,66.8,5,57,1,454
1,115.3,7,57,3,508
0,151.3,6,52,1,520
0,5.7,3,54,2,494
0,199.4,5,54,1,500
1,13.0,4,52,2,490
1,3.9,3,54,8,472
0,38.3,5,55,2,474
0,6.0,3,56,1,492
0,46.3,5,57,3,518
1,37.9,4,57,1,524
1,3.7,5,55,8,468
0,16.3,6,54,3,468
0,7.1,4,57,2,494
0,72.6,5,55,1,452
1,20.4,5,55,5,470
1,27.0,4,55,5,448
0,1.7,2,55,7,474
0,25.8,2,55,2,480
0,9.6,2,55,3,494
1,13.2,2,55,4,446
1,72.5,2,53,1,480
0,3.7,2,55,4,486
0,7.5,2,55,6,454
0,1.9,2,55,7,454
1,13.4,2,55,1,462
1,69.9,2,53,2,490
0,3.0,2,54,1,476
0,2.0,2,55,2,430
0,4.6,2,54,3,450
0,7.8,5,60,4,452
0,7.8,2,53,2,438
0,5.7,2,54,7,434
0,216.0,2,51,3,392
0,6.2,4,57,5,466
0,3.1,3,56,7,444
0,3.7,3,56,7,454
1,54.3,3,54,1,466
1,115.1,3,53,4,448
0,6.6,3,54,6,514
0,2.8,5,57,2,502
0,11.5,4,54,3,480
1,8.3,3,55,3,484
1,8.1,5,55,8,464
0,152.3,2,55,8,462
0,24.7,5,53,1,430
0,10.1,4,56,7,494
0,6.6,4,53,3,454
0,6.4,4,57,6,472
0,7.1,3,56,5,452
0,4.6,4,57,3,498
1,25.1,7,57,3,480
1,4.6,3,56,7,486
0,27.4,3,54,5,448
0,3.4,4,57,2,500
0,4.9,5,56,2,492
1,88.0,3,55,3,508
1,72.3,6,57,8,474
0,17.3,2,55,8,490
0,1.8,2,55,4,488
0,58.6,2,55,7,504
1,40.2,2,53,6,516
1,8.2,2,55,3,506
0,177.4,2,55,3,496
0,7.0,2,55,7,468
0,1.7,2,54,4,490
1,15.1,2,54,8,508
1,36.3,2,55,7,484
0,2.3,2,55,2,462
0,34.1,2,55,8,454
0,17.6,2,54,6,468
0,16.7,2,54,1,404
0,6.3,2,54,6,474
1,14.5,2,54,4,488
1,3.2,2,54,8,502
0,1.9,2,55,1,466
0,16.5,2,55,7,500
0,5.5,2,55,8,468
1,46.0,2,55,3,464
1,35.1,2,55,5,458
0,6.5,3,56,6,512
0,9.3,3,56,1,484
0,7.1,4,57,8,468
1,4.9,4,57,4,538
0,34.0,3,56,6,460
0,8.8,3,56,3,480
0,24.8,3,56,2,468
1,3.5,3,56,8,452
0,9.0,3,54,2,434
0,19.3,4,57,5,488
0,4.3,3,56,5,500
1,34.3,3,54,7,438
1,18.3,4,55,6,454
0,2.0,4,57,8,494
0,4.8,3,56,8,474
0,7.6,4,57,7,474
1,14.9,4,57,2,494
1,51.6,7,57,6,518
0,3.7,5,56,5,500
0,13.0,5,57,7,474
0,45.0,5,56,2,490
1,10.2,5,57,8,494
1,63.4,6,57,4,476
0,2.6,4,57,4,544
0,12.9,4,54,3,452
0,19.0,5,53,4,452
1,27.0,4,56,7,500
0,1.9,3,54,8,484
0,2.4,3,54,7,472
0,65.3,3,54,3,418
1,59.1,3,54,1,514
0,7.1,3,56,1,492
0,4.9,3,56,8,488
0,3.0,3,56,2,514
1,10.3,3,56,1,456
1,3.8,3,56,6,500
0,25.3,3,56,2,508
0,1.9,3,56,6,496
0,3.6,3,56,3,528
1,4.0,3,56,7,464
1,8.6,3,56,7,474
0,1.9,3,56,8,496
0,6.9,3,56,1,480
0,5.4,3,56,1,520
1,32.4,3,54,3,430
1,22.1,3,54,3,424
0,9.3,3,54,5,448
0,2.6,3,56,6,466
0,4.4,5,57,6,486
0,6.4,6,57,4,484
0,8.0,4,56,8,488
1,6.4,4,56,7,464
1,123.6,4,56,7,496
0,82.4,5,55,6,468
0,31.8,5,55,2,504
0,3.2,5,55,8,448
1,3.6,4,55,3,468
1,17.5,4,55,2,442
0,5.8,5,57,7,494
0,11.2,4,57,1,472
0,2.8,5,57,8,482
1,66.4,7,57,3,510
1,6.5,4,55,6,462
0,4.0,5,55,8,464
0,5.7,4,54,4,506
0,3.6,6,56,8,510
0,8.4,6,54,5,550
0,2.5,6,56,7,516
1,24.2,7,52,8,484
0,2.5,4,56,1,486
0,12.6,3,53,2,446
0,5.0,3,54,4,440
0,10.7,3,54,7,432
1,63.7,3,54,8,474
1,1.6,3,54,7,466
0,4.5,3,56,6,488
0,3.8,3,54,5,484
0,4.2,3,55,1,456
0,6.5,3,56,4,462
1,2.9,3,56,3,506
1,12.2,3,56,6,538
0,26.1,3,56,2,496
0,2.1,3,56,5,494
0,30.9,3,54,6,484
1,23.9,3,53,7,484
0,7.8,3,56,2,496
0,4.2,3,56,5,466
0,185.3,3,56,7,474
0,4.7,4,54,8,494
0,5.4,6,57,5,504
0,10.0,5,54,7,452
1,49.7,5,55,5,482
1,129.3,6,55,3,460
0,1.9,4,56,2,490
0,3.9,4,54,6,492
0,5.6,4,55,3,456
0,4.1,4,55,1,510
0,7.5,4,56,7,480
0,25.5,6,57,4,490
1,13.1,4,54,8,442
1,45.9,6,55,5,426
0,14.2,3,54,5,456
0,7.4,3,56,7,478
0,3.1,4,56,3,504
0,3.0,4,54,8,444
0,5.8,4,54,3,480
0,1.8,5,54,4,478
0,7.0,6,56,2,470
0,11.1,7,56,7,504
1,15.1,6,56,8,486
1,6.4,6,57,6,472
0,22.7,4,57,4,476
0,22.5,6,57,8,470
0,4.8,5,57,5,476
1,5.0,6,57,7,478
1,155.3,5,55,6,492
0,3.3,3,54,6,460
0,1.7,3,56,8,496
0,3.6,3,56,3,490
0,11.9,3,56,2,508
1,12.3,3,56,7,482
0,7.3,3,56,8,474
0,24.6,3,56,6,504
0,19.3,3,56,1,508
0,6.8,3,56,3,508
0,7.5,3,56,2,536
0,1.8,3,56,4,478
0,16.4,3,56,5,494
0,23.8,3,54,7,466
0,3.3,4,56,6,464
0,2.8,4,55,4,470
0,6.2,4,55,1,462
1,118.8,4,55,2,434
1,180.4,4,57,3,514
0,2.3,4,56,8,496
0,3.7,4,55,7,432
0,16.7,4,55,7,490
1,4.8,4,56,6,464
0,7.3,3,56,4,468
0,3.9,4,57,4,532
0,18.8,6,57,6,482
0,4.2,5,57,2,540
1,21.5,4,55,5,502
1,6.4,4,57,4,520
0,5.5,5,54,2,484
0,10.0,4,54,8,478
0,16.1,5,54,7,470
1,8.3,5,55,4,448
0,2.3,4,57,6,494
0,49.0,4,57,4,484
0,15.2,5,57,7,466
1,16.4,5,57,2,450
1,22.9,7,57,3,494
0,1.7,3,56,4,460
0,85.0,3,53,5,484
0,3.3,3,54,3,478
1,6.3,3,56,8,494
0,1.4,3,54,6,454
0,85.9,3,56,3,462
0,6.6,3,54,1,464
0,18.2,3,54,5,454
0,68.4,3,54,7,490
1,14.5,3,54,3,464
1,33.1,3,54,2,450
0,80.7,3,54,5,456
0,55.8,3,56,6,468
0,1.7,3,56,1,472
1,44.8,3,56,3,496
1,5.0,3,54,6,476
0,7.8,3,56,6,442
0,8.0,3,54,2,428
0,7.7,3,54,1,460
1,2.6,3,54,7,466
1,58.6,3,53,3,414
0,1.5,3,56,2,486
0,4.0,4,56,8,510
0,5.2,4,56,6,538
0,23.9,5,54,4,424
1,18.2,7,55,5,486
1,5.0,5,57,8,470
0,1.7,4,57,2,458
0,3.9,4,57,6,514
0,4.0,4,57,3,470
1,9.1,6,56,8,528
1,33.9,5,54,5,494
0,12.0,4,56,7,476
0,2.9,4,56,5,496
0,4.7,4,56,7,448
1,21.7,5,57,6,520
1,87.3,5,57,4,472
0,5.2,5,57,7,462
0,7.9,5,57,7,490
0,3.4,6,55,1,462
0,3.1,6,56,1,504
