rank,odds,old,jockey_weight,frame_order,horse_weight
0,12.8,6,56,5,502
0,241.9,8,52,8,496
1,31.4,7,54,7,528
1,20.5,6,57,6,476
0,3.9,4,57,3,454
0,4.9,4,57,4,474
0,4.4,3,54,4,458
0,8.9,3,54,7,472
0,6.2,3,54,6,432
1,3.0,3,54,8,462
0,152.7,3,56,1,508
0,1.5,3,56,3,504
0,38.6,3,56,5,500
1,6.3,3,56,4,470
1,3.2,3,56,2,496
0,6.5,3,56,1,474
0,16.7,3,56,8,454
0,3.7,3,56,3,508
1,51.5,3,56,3,514
0,24.2,3,56,1,482
0,2.5,3,56,7,476
0,9.8,3,55,7,454
1,5.5,3,56,8,492
1,90.0,3,56,2,478
0,3.1,3,56,6,502
0,7.8,3,56,8,484
0,6.5,3,56,7,470
1,103.7,3,56,4,430
1,60.6,3,54,6,470
0,1.7,4,54,1,492
0,4.7,4,54,4,496
0,33.0,4,54,7,428
1,7.7,4,54,7,472
1,68.1,6,55,5,502
0,4.4,4,55,3,466
0,7.5,4,54,5,474
0,4.6,5,55,8,444
0,2.4,4,54,2,488
1,26.2,6,55,6,480
1,7.9,4,54,7,510
0,3.8,4,56,8,498
0,88.4,5,54,3,496
0,18.3,5,55,3,452
1,38.6,7,56,1,504
1,49.3,5,55,6,484
0,4.7,3,56,6,452
0,9.1,6,56,2,534
0,2.4,6,57,5,524
0,4.8,5,57,6,486
0,3.6,3,54,8,458
0,2.0,3,54,6,454
0,3.5,3,56,3,508
0,31.6,3,56,1,486
0,5.0,3,56,8,458
1,9.5,3,56,7,470
1,171.6,3,54,6,454
0,1.7,3,56,6,480
0,5.2,3,56,1,448
0,5.7,3,54,4,410
0,42.4,3,56,4,478
0,97.5,3,56,5,506
0,3.1,3,54,6,442
1,2.8,3,56,8,476
1,6.2,3,56,2,458
0,5.9,3,54,1,466
0,9.6,3,54,2,522
0,5.0,4,56,8,440
0,1.6,5,57,6,490
0,3.5,5,57,2,468
0,5.3,6,57,6,508
0,31.7,5,57,4,532
0,8.3,6,57,5,472
1,21.9,6,57,6,502
0,1.4,3,56,8,452
0,2.4,4,54,4,508
0,62.3,5,56,3,476
0,25.4,6,56,7,510
1,3.5,6,57,5,484
1,3.1,5,55,1,476
0,43.0,5,57,5,486
0,30.7,6,57,6,454
0,8.8,5,57,3,446
0,9.9,3,51,8,428
0,18.9,3,54,7,472
0,7.1,3,54,2,448
1,2.2,3,54,6,478
0,2.2,3,56,8,502
0,13.8,3,56,3,508
0,6.1,3,53,2,508
1,14.3,3,56,6,438
1,25.0,3,56,8,426
0,6.4,3,56,6,500
0,2.5,3,56,7,468
0,7.2,3,56,1,506
1,9.0,3,56,2,496
1,18.9,3,56,6,526
0,45.1,3,56,2,534
0,2.4,3,56,7,482
0,6.1,3,54,3,428
1,5.3,3,54,1,424
1,4.7,3,54,8,478
0,3.3,3,56,2,480
0,2.7,4,57,6,534
0,2.5,4,57,4,482
0,24.6,8,57,8,474
1,8.3,7,55,5,490
1,23.6,5,56,2,460
0,1.9,5,57,3,498
0,3.8,5,55,5,446
0,85.4,4,54,8,494
1,9.9,5,55,8,448
1,11.3,8,57,6,516
0,1.8,4,55,3,458
0,2.9,6,55,2,506
0,7.3,6,55,4,430
1,12.4,5,55,8,436
1,27.6,4,51,1,404
0,18.9,5,55,7,478
0,82.2,5,57,6,488
0,4.9,6,57,6,526
0,13.4,6,57,2,518
0,1.6,3,54,1,462
0,8.0,3,54,5,506
0,8.4,3,54,2,422
1,7.8,3,54,8,438
1,14.0,3,54,4,416
0,2.2,4,54,8,470
0,8.1,5,57,5,518
0,3.6,4,57,1,502
1,39.8,4,54,7,484
0,3.0,3,54,1,482
0,6.4,3,56,6,474
0,1.8,3,56,1,472
0,3.6,3,56,8,528
0,4.9,3,56,4,478
0,9.4,3,56,8,504
0,3.3,3,55,6,456
1,9.0,3,53,8,502
0,38.5,3,56,7,518
0,3.8,3,56,1,510
0,3.0,3,56,6,506
1,4.1,3,53,4,494
1,8.3,3,56,8,450
0,2.6,3,56,4,506
0,2.9,3,55,6,522
0,8.6,3,56,7,446
0,6.9,3,55,7,460
0,11.8,3,56,6,480
0,5.6,3,51,7,490
1,8.6,3,56,6,514
1,18.5,3,56,2,484
0,3.3,5,55,6,448
0,3.5,4,57,3,466
0,6.6,4,57,8,490
0,2.6,5,57,8,536
0,1.9,3,54,7,412
0,3.6,3,56,6,486
0,12.6,3,56,4,494
1,38.2,3,54,5,448
1,5.0,3,56,1,490
0,4.2,6,55,6,492
0,20.5,5,55,5,466
0,13.1,6,55,2,464
1,2.3,4,55,4,452
1,14.0,4,55,1,460
0,2.7,5,56,4,478
0,70.2,5,54,1,456
0,82.9,5,54,3,484
1,24.9,5,57,5,476
1,10.7,4,56,7,504
0,3.2,5,57,4,500
0,4.4,3,54,4,506
0,2.2,3,56,7,478
0,6.9,3,54,3,416
0,5.8,3,56,4,462
1,22.6,3,54,8,428
1,22.6,3,56,7,490
0,4.2,3,56,8,492
0,11.5,3,56,5,446
0,34.2,3,50,3,472
1,47.3,3,55,8,430
1,5.0,3,56,4,474
0,1.3,3,56,1,486
0,70.4,3,56,7,494
0,6.5,3,54,6,438
1,11.6,3,56,7,530
1,112.3,3,56,4,468
0,2.1,3,56,7,480
0,2.9,3,54,4,456
0,20.9,3,56,5,498
0,1.9,3,52,7,480
0,14.2,3,56,7,472
0,5.3,3,56,6,514
1,4.2,3,56,8,460
0,4.4,5,57,2,508
0,7.6,4,54,8,496
0,5.6,4,55,1,420
1,2.1,4,57,3,476
1,10.4,4,55,8,442
0,1.3,8,62,4,504
0,4.7,9,7,6,490
0,2.8,3,56,7,488
0,1.6,6,57,8,498
0,6.8,4,54,5,436
0,7.6,5,58,2,470
0,73.7,7,58,8,486
0,7.4,5,56,6,510
1,13.6,7,58,5,470
1,2.6,4,56,5,516
0,2.2,5,57,1,470
0,4.3,4,57,6,492
0,6.6,4,57,3,472
0,7.2,3,54,7,464
0,5.8,3,54,8,434
0,8.3,3,54,3,434
1,43.1,3,51,8,450
0,1.4,3,56,4,498
0,13.3,3,56,5,484
0,6.3,3,53,6,480
1,7.5,3,56,8,506
0,4.7,3,56,4,544
0,55.5,3,56,4,470
0,8.5,3,56,6,500
1,7.7,3,56,3,452
1,5.0,3,56,7,482
0,5.3,3,56,3,530
0,3.1,3,56,5,462
0,2.4,4,57,6,486
0,5.6,4,57,4,486
0,13.4,4,57,7,496
0,3.9,3,56,1,498
0,7.4,4,57,6,472
0,5.6,4,57,8,454
0,19.8,6,57,4,504
1,4.5,4,57,5,478
1,13.8,4,57,2,490
0,2.9,4,57,2,454
0,7.9,5,57,1,510
0,7.6,4,55,5,462
1,19.3,4,57,7,496
1,4.5,4,57,4,454
0,9.6,5,54,6,520
0,14.8,5,54,4,476
0,7.6,6,56,8,490
1,4.3,4,55,4,494
1,13.5,7,54,5,524
0,13.9,3,54,3,464
0,4.9,3,54,4,458
0,23.4,3,54,7,480
0,5.3,4,57,5,490
0,12.7,4,56,3,510
0,1.4,3,54,5,456
0,7.6,3,54,3,506
0,25.1,3,54,3,440
1,53.0,3,54,1,426
0,2.7,3,56,6,462
0,3.5,3,56,8,574
0,2.0,3,56,3,504
0,16.5,3,56,3,484
0,7.5,3,56,4,524
1,2.4,3,56,2,502
0,1.5,3,56,8,496
0,4.4,3,56,2,460
0,4.1,3,56,4,462
1,116.0,3,56,7,450
1,49.8,3,56,3,512
0,12.9,3,54,2,476
0,5.3,3,56,1,452
0,45.1,3,54,4,456
0,4.1,3,54,7,486
0,27.7,3,56,6,500
0,1.4,4,55,8,458
0,16.3,4,55,2,488
0,9.6,4,55,1,454
1,36.8,4,57,7,496
1,12.2,4,57,5,480
0,3.6,4,57,7,494
0,3.3,5,57,6,532
0,19.2,6,57,5,506
0,3.3,5,57,8,462
0,2.2,4,57,8,498
0,4.5,4,57,1,494
0,6.3,5,55,2,452
1,8.5,4,57,6,490
1,7.6,5,55,5,462
0,3.5,3,56,6,484
0,2.5,3,56,2,444
0,24.7,3,56,8,516
0,6.0,4,57,5,466
0,3.9,5,57,5,446
0,8.3,4,55,3,456
1,19.0,4,55,4,456
1,42.3,4,57,1,538
0,13.2,3,54,2,458
0,5.7,3,53,7,486
0,15.9,3,54,8,426
0,26.4,3,56,8,466
0,1.5,3,56,7,500
0,11.9,3,56,4,484
0,16.6,7,60,3,460
0,3.1,3,56,8,510
0,1.8,3,56,7,484
0,17.7,3,56,3,456
1,49.6,3,54,1,464
1,7.5,3,56,8,448
0,2.5,3,54,2,432
0,6.4,3,54,4,444
0,2.2,3,56,3,542
0,2.1,5,55,1,440
0,10.0,6,57,8,458
0,65.6,5,56,8,464
0,2.6,4,57,3,442
1,7.2,4,57,2,506
1,39.8,4,55,6,460
0,23.3,5,57,4,474
0,1.5,5,57,5,520
0,23.5,4,57,3,452
0,22.3,4,55,1,504
0,110.7,8,54,6,516
0,5.0,8,56,1,450
1,19.4,5,53,2,536
1,13.6,9,53,5,470
0,10.3,4,56,5,502
0,8.7,6,57,7,510
0,42.2,6,56,4,492
1,79.3,7,56,3,506
1,21.8,5,56,8,494
0,21.9,4,55,5,512
0,2.9,5,57,5,486
0,49.5,5,57,6,470
1,28.5,7,57,1,488
1,27.1,5,55,2,508
0,3.6,4,59,3,460
0,1.5,3,56,7,466
0,6.5,3,56,6,454
0,29.1,3,54,4,436
0,1.9,3,54,4,434
0,9.1,3,54,3,456
0,185.3,3,54,5,438
1,7.8,3,54,6,426
0,5.1,9,60,4,524
0,23.2,3,56,4,488
0,7.8,3,56,5,494
0,19.1,3,56,8,470
0,6.1,3,56,2,512
1,40.5,3,56,5,446
1,5.6,3,56,8,514
0,1.7,3,56,3,506
0,24.5,5,57,2,508
0,2.6,4,57,6,502
0,19.1,4,55,6,434
1,7.8,4,57,7,474
0,3.2,3,54,5,508
0,18.1,3,54,3,490
0,5.1,3,54,8,410
1,3.6,3,54,7,496
1,3.9,3,54,6,472
0,2.7,4,55,7,510
0,4.9,5,55,7,460
0,9.8,4,54,8,478
0,2.9,3,56,6,448
0,3.6,5,57,5,490
0,41.7,7,57,5,488
0,4.4,4,57,2,466
1,4.1,4,57,6,456
1,31.9,4,57,3,522
0,6.8,3,54,8,482
0,1.7,3,54,6,438
0,5.7,3,53,8,440
0,11.0,3,56,3,428
1,8.8,3,54,1,490
1,24.4,3,55,5,460
0,4.7,3,56,8,508
0,3.9,3,53,7,482
0,9.1,3,56,1,494
1,8.0,3,56,2,496
0,13.0,3,56,6,478
0,4.4,3,53,3,500
0,3.1,3,54,5,428
0,2.6,3,54,7,472
0,3.4,3,56,6,474
0,21.6,3,55,4,452
0,5.9,3,54,5,474
1,68.7,3,53,1,476
1,14.5,3,56,2,448
0,1.6,4,55,7,468
0,34.8,6,57,7,500
0,2.5,4,57,5,452
0,8.8,5,52,7,462
0,6.0,4,54,8,490
1,52.4,4,54,3,478
1,7.8,4,55,8,508
0,61.9,5,55,3,472
0,15.6,6,55,4,426
0,15.7,6,55,1,448
1,3.8,4,55,5,498
1,12.1,6,55,2,454
0,8.9,4,56,3,462
0,3.9,4,56,6,484
0,38.6,5,57,7,486
1,22.9,5,55,7,450
1,8.4,6,57,5,516
0,5.0,4,54,1,486
0,7.3,6,57,7,492
0,11.6,5,54,3,516
0,36.6,5,57,5,476
0,5.9,4,54,4,480
1,2.8,4,55,5,464
1,6.7,4,57,3,474
0,3.1,3,51,2,466
0,2.9,3,54,8,510
0,8.2,3,54,1,466
0,3.2,3,55,5,572
0,10.4,3,52,5,500
0,19.9,3,56,8,506
0,2.9,3,56,4,480
1,26.6,3,56,1,450
0,5.0,3,56,3,428
0,20.7,3,56,1,488
0,84.6,3,54,7,488
1,24.3,3,56,8,460
1,2.2,3,54,8,444
0,14.3,3,53,6,468
0,90.4,3,56,3,506
0,3.3,4,57,8,456
0,6.3,5,54,7,456
0,2.6,4,57,1,502
1,10.5,4,57,4,500
0,8.3,5,57,2,496
0,4.5,4,55,4,452
0,3.1,4,57,1,498
1,7.8,4,57,7,492
1,5.9,4,57,5,480
0,3.2,7,60,3,454
0,5.6,3,56,1,472
0,4.8,3,56,6,476
0,13.1,3,56,8,488
1,1.7,3,56,2,476
1,10.6,3,56,4,498
0,1.4,4,57,2,456
0,20.5,5,57,6,492
0,4.1,5,55,3,478
0,11.4,7,57,4,488
0,25.9,8,55,4,496
0,3.3,5,55,8,508
1,7.2,7,57,3,468
1,15.9,4,56,3,520
0,4.5,4,57,5,526
0,6.5,4,57,2,506
0,4.5,5,57,1,514
1,15.1,4,54,3,480
1,10.1,4,57,6,476
0,1.8,3,54,4,466
0,2.3,3,54,6,474
0,11.1,3,54,6,434
0,17.4,3,56,5,504
0,2.9,3,56,2,462
0,15.2,3,56,8,476
0,12.0,3,56,6,508
0,2.9,3,56,6,466
0,3.6,3,56,7,476
1,3.2,3,56,3,482
1,252.7,3,53,4,490
0,20.0,3,56,6,450
0,2.2,3,54,5,450
0,2.1,3,56,4,484
1,96.4,3,56,5,446
0,2.7,3,56,2,442
0,8.8,3,56,6,516
0,16.5,3,56,1,490
0,1.5,4,57,7,480
0,24.7,4,55,2,472
0,52.5,4,57,8,548
1,34.9,5,56,3,516
1,11.2,4,57,6,426
0,10.5,4,55,7,544
0,100.8,4,53,3,464
0,5.1,5,55,6,444
1,11.8,5,55,8,506
1,5.0,4,55,6,412
0,10.3,4,57,4,526
0,3.2,4,56,5,510
0,260.4,6,57,8,494
0,7.1,4,57,6,496
0,5.2,5,57,7,512
0,9.9,4,57,3,476
1,9.3,4,57,8,472
0,10.4,4,52,8,484
0,4.8,5,54,5,474
0,6.3,6,53,4,420
1,18.1,4,54,6,436
0,12.2,4,55,6,422
0,16.8,6,55,2,480
0,119.2,6,57,4,464
0,2.4,4,55,5,466
1,69.7,5,57,3,522
0,5.9,3,54,4,444
0,20.6,3,51,6,438
0,6.4,3,56,3,516
0,1.8,3,56,5,460
0,4.2,3,53,7,510
1,9.4,3,56,6,464
1,10.0,3,56,4,452
0,3.6,3,56,1,482
0,3.7,3,56,2,490
0,10.7,3,56,2,464
1,4.1,3,56,6,484
0,2.1,6,60,8,486
0,7.7,0,1,6,440
0,13.1,3,56,5,468
0,7.8,3,56,6,490
0,5.1,3,56,7,484
0,4.9,3,56,2,488
0,6.5,3,54,8,448
0,13.3,3,54,6,504
0,2.1,4,55,8,436
0,5.1,4,55,5,496
0,4.2,4,55,3,434
1,63.4,6,55,6,490
1,10.2,4,55,2,456
0,2.0,4,55,4,448
0,14.1,4,57,1,490
0,10.3,8,57,7,510
1,38.2,4,54,8,478
1,23.4,5,57,2,504
0,3.3,4,57,4,458
0,26.4,6,55,3,430
0,3.4,4,55,6,490
1,3.0,4,57,7,494
1,101.5,7,57,5,484
0,4.3,4,54,4,476
0,2.0,4,56,8,456
0,10.6,4,55,2,502
0,3.1,4,54,7,476
0,2.4,5,57,4,450
0,10.7,3,54,2,452
0,7.5,3,54,3,444
0,11.5,3,54,8,470
1,2.0,3,54,7,420
0,5.8,3,56,4,498
0,3.8,3,56,8,472
0,5.7,3,56,7,458
1,83.4,3,56,2,462
0,94.7,3,54,6,430
0,4.4,3,56,4,446
0,5.0,3,54,3,488
1,12.6,3,56,8,474
1,12.9,3,56,6,476
0,4.7,3,54,7,434
0,13.9,3,54,5,462
0,3.0,4,57,1,476
0,2.5,4,57,4,478
0,6.2,4,57,6,510
0,1.7,3,56,2,492
0,23.3,3,56,5,474
0,8.1,3,56,8,536
1,46.4,3,56,4,484
0,2.2,4,57,8,510
0,4.2,4,57,5,510
0,7.1,5,57,7,476
0,8.9,4,57,7,484
0,3.5,3,54,5,482
0,12.4,3,54,7,442
0,7.2,3,54,7,484
1,16.1,3,54,3,428
1,259.3,3,54,8,462
0,7.1,6,53,3,456
0,1.8,4,55,4,470
0,10.9,4,54,2,488
1,23.2,7,55,5,486
1,22.0,5,51,6,496
0,3.6,3,55,2,472
0,3.3,3,55,8,474
0,9.7,7,57,4,530
0,1.9,4,55,4,448
0,22.5,6,57,7,442
1,3.8,4,55,8,486
1,31.5,5,57,1,490
0,5.4,3,53,3,460
0,3.6,3,54,3,432
0,12.3,3,54,8,418
1,2.8,3,54,8,488
1,160.1,3,54,2,416
0,2.2,3,56,8,488
0,11.3,3,56,6,474
0,7.6,3,51,4,468
1,11.1,3,56,6,468
0,3.5,3,56,7,474
0,2.5,3,56,8,520
0,6.2,3,56,6,448
1,29.3,3,56,2,484
0,4.5,3,54,7,450
0,15.3,3,54,7,460
0,3.6,3,54,6,506
0,8.3,3,56,7,422
1,25.5,3,54,2,450
1,3.1,3,54,3,440
0,3.7,3,55,7,448
0,2.8,3,54,2,454
0,10.1,3,56,5,448
0,3.3,4,57,5,470
0,29.0,5,57,1,468
0,46.4,4,57,7,536
1,4.0,6,57,2,480
1,127.5,4,57,3,528
0,1.5,5,55,8,448
0,6.4,4,55,6,480
0,1.6,5,57,3,518
0,15.0,4,52,5,476
1,39.0,5,54,8,514
1,48.3,8,54,7,470
0,6.9,4,57,3,480
0,14.8,5,55,4,462
0,3.4,3,56,5,496
0,43.2,3,56,5,468
0,25.5,3,56,6,476
1,4.3,3,56,4,530
1,26.8,3,56,7,450
0,6.4,4,57,4,452
0,11.5,5,57,6,466
0,4.1,4,57,5,470
1,2.6,4,57,1,492
1,4.7,4,57,5,474
0,15.3,3,54,3,432
0,3.5,3,54,6,442
0,6.1,3,56,7,440
1,14.3,3,51,7,428
1,3.3,3,56,4,420
0,3.7,3,56,2,520
0,2.9,3,53,8,504
0,10.0,3,54,7,484
0,3.1,3,56,4,456
0,1.4,7,60,2,504
0,28.2,3,54,7,506
0,2.7,3,56,7,458
0,6.6,3,56,5,502
0,2.0,3,56,4,492
0,25.9,4,57,5,502
0,8.6,5,54,6,492
0,2.3,5,57,5,506
1,7.6,7,57,3,494
1,3.3,4,57,7,498
0,4.7,5,57,6,458
0,4.0,4,57,4,528
0,1.4,4,55,4,462
0,4.0,4,57,1,480
0,8.6,4,55,2,460
1,13.8,5,57,7,466
1,33.4,5,57,5,486
0,9.0,5,57,2,448
0,13.3,5,57,6,510
0,37.7,5,57,8,476
1,35.3,5,55,3,458
1,3.9,5,57,5,486
0,2.9,4,56,2,494
0,4.3,7,56,4,530
0,12.3,5,58,7,512
1,23.7,5,56,5,510
1,45.3,6,56,1,500
0,6.2,4,57,4,456
0,5.1,6,57,2,482
0,2.9,5,57,8,494
1,102.7,9,57,6,478
1,11.9,4,57,1,512
0,4.0,4,59,1,450
0,7.7,0,7,5,496
0,5.0,3,54,6,466
0,94.5,3,54,1,424
0,2.8,3,56,3,464
1,11.5,3,56,5,476
0,1.4,3,56,5,468
0,9.0,3,56,5,430
0,29.9,3,51,3,428
1,20.7,3,54,7,470
1,10.0,3,56,1,466
0,8.6,5,60,4,464
0,3.2,1,2,6,520
0,2.2,3,56,1,470
0,9.3,3,56,8,472
0,105.4,3,53,4,456
0,2.9,3,56,8,476
0,13.0,3,56,1,508
0,163.0,3,56,5,490
1,12.4,3,53,4,510
0,2.0,5,57,5,538
0,2.5,4,57,8,506
0,4.1,4,57,3,480
0,7.9,8,57,4,510
0,5.6,3,56,6,494
0,14.1,3,56,2,448
0,11.7,3,56,3,464
1,5.4,3,54,1,462
0,1.7,4,57,8,508
0,3.9,5,57,7,560
0,79.4,4,57,8,474
1,6.6,5,57,7,494
1,23.6,4,55,1,490
0,9.7,5,57,3,472
0,3.2,4,55,7,458
0,4.6,4,55,1,500
1,35.0,5,57,5,504
1,3.1,4,55,4,464
0,4.2,4,57,2,478
0,53.9,6,55,7,458
0,4.9,4,54,8,480
1,5.7,5,57,6,542
1,58.4,4,55,3,516
0,4.1,3,54,6,492
0,10.4,3,56,3,458
0,5.0,3,56,4,484
0,3.8,3,56,4,476
1,2.7,3,56,5,454
1,5.7,3,56,2,506
0,8.4,3,56,4,452
0,74.9,3,56,5,494
0,13.0,3,56,4,460
1,11.8,3,56,6,520
1,1.4,3,56,7,466
0,1.7,3,54,6,438
0,5.9,3,54,5,444
0,6.7,3,54,7,438
0,1.7,3,56,7,494
0,29.3,3,54,1,480
0,4.4,3,54,7,480
1,32.4,3,53,2,522
1,250.7,3,54,8,408
0,2.6,3,56,5,534
0,3.0,3,56,5,446
0,17.0,3,54,1,460
1,4.7,3,56,2,514
0,187.6,4,54,8,482
0,2.5,4,57,4,494
0,6.4,4,55,2,448
1,2.2,4,57,8,482
1,21.5,5,57,3,498
0,25.8,4,55,7,440
0,17.4,4,55,5,432
0,99.2,4,55,8,414
1,6.3,5,55,6,450
0,1.4,4,57,2,488
0,6.4,4,55,5,458
0,12.4,4,55,3,474
1,49.4,7,57,4,450
1,3.9,4,57,6,524
0,2.9,4,56,5,540
0,31.6,6,54,2,470
0,14.8,5,55,1,478
0,5.2,5,56,3,470
0,5.8,4,56,3,466
0,27.6,5,56,2,470
1,34.7,7,56,4,494
1,2.7,4,56,5,498
0,8.3,4,57,6,476
0,4.3,3,56,2,468
0,3.2,3,56,3,470
0,125.8,3,56,7,452
1,29.6,3,56,6,488
0,3.7,3,54,8,418
0,6.1,3,54,5,446
0,3.4,3,56,5,454
0,16.1,3,56,3,484
0,4.4,3,54,8,430
1,164.7,3,54,4,488
0,1.5,7,60,8,442
0,2.2,3,54,3,488
0,6.8,3,56,6,492
0,3.9,3,56,8,490
1,7.5,3,54,4,410
1,12.9,3,56,3,502
0,11.6,3,55,8,570
0,4.5,5,54,8,470
0,2.2,4,55,5,456
0,22.2,4,57,3,442
1,53.0,4,57,8,500
1,18.3,4,52,7,472
0,4.8,5,57,3,498
0,1.8,4,57,8,510
0,59.9,4,57,8,488
1,27.1,4,57,5,478
1,17.7,7,57,3,470
0,7.5,3,54,3,454
0,3.3,4,55,5,510
0,18.2,5,54,3,432
0,215.3,5,54,8,528
1,23.7,7,56,4,512
1,8.7,4,55,7,456
0,15.9,6,56,7,478
0,6.2,5,57,8,464
0,20.3,4,54,8,480
0,8.4,7,57,6,490
1,1.5,4,57,4,464
1,49.1,4,54,7,482
0,1.2,3,54,3,474
0,6.1,3,51,8,440
0,183.3,3,54,5,424
1,6.1,3,54,4,444
1,20.8,3,54,1,468
0,2.9,3,56,1,440
0,60.4,3,54,8,466
0,80.0,3,56,8,470
1,2.9,3,54,6,452
1,75.1,3,56,4,478
0,1.6,3,56,2,472
0,13.2,3,55,6,492
0,6.8,3,54,1,448
1,89.2,3,56,5,470
1,26.5,3,54,4,452
0,2.2,3,54,3,442
0,5.8,3,54,5,470
0,13.6,3,54,1,482
0,6.5,3,56,8,482
1,5.0,3,54,6,468
1,4.2,3,54,4,446
0,3.4,4,57,8,522
0,4.5,4,55,5,484
0,11.1,5,55,3,494
0,40.3,6,57,4,476
1,3.8,5,57,8,500
1,78.6,5,57,7,472
0,5.2,4,55,1,506
0,2.9,4,55,2,492
0,4.1,4,55,7,428
1,101.0,5,55,6,480
0,14.9,5,55,2,496
0,4.6,4,55,3,474
0,4.2,4,57,1,474
0,12.9,3,56,4,494
0,5.6,3,54,6,450
0,9.5,3,56,6,470
1,7.4,3,56,2,498
1,54.5,3,54,8,460
0,5.2,5,58,1,486
0,3.6,4,58,6,502
0,7.3,5,56,2,480
1,3.8,4,58,1,474
1,22.7,4,56,7,462
0,47.0,6,54,1,508
0,4.3,5,56,7,488
0,14.6,6,55,4,520
1,94.6,8,55,8,448
1,7.1,5,54,4,456
0,2.5,4,60,5,490
0,5.4,3,54,1,466
0,14.1,3,56,4,426
0,6.8,3,56,5,500
0,6.6,3,56,3,474
0,24.9,3,56,3,490
1,1.4,3,56,4,512
1,79.1,3,56,6,428
0,2.6,6,60,1,504
0,2.0,2,54,5,486
0,6.0,2,54,6,512
0,42.0,2,53,1,504
0,67.0,3,53,5,416
0,9.9,3,54,3,428
0,13.1,3,51,7,446
0,7.2,3,54,6,486
0,18.2,3,54,7,460
1,3.7,4,57,1,480
1,20.6,3,54,3,500
0,5.9,3,54,3,496
0,8.2,5,57,6,492
0,1.7,3,52,5,424
1,5.2,3,54,1,430
1,6.1,3,54,8,484
0,5.8,5,57,1,456
0,1.8,3,54,2,450
0,3.8,4,55,4,442
1,6.9,6,57,5,518
1,12.3,6,55,6,440
0,27.3,6,57,5,470
0,3.7,5,57,8,504
0,5.6,4,57,6,488
1,5.8,4,57,4,476
1,18.6,4,57,1,512
0,3.9,4,54,7,468
0,3.5,4,54,4,480
0,8.4,4,54,8,462
0,2.8,3,52,2,402
0,10.8,4,52,1,452
0,3.1,3,52,7,442
1,9.5,4,55,5,466
1,18.6,3,52,4,452
0,4.7,3,54,5,484
0,4.5,3,54,7,456
0,9.5,3,54,8,430
1,6.1,3,54,3,452
1,149.8,3,54,2,418
0,2.5,3,56,4,518
0,8.1,3,55,7,470
0,6.1,3,56,1,494
1,11.6,3,54,1,416
1,3.5,3,54,5,438
0,1.9,3,56,2,474
0,14.5,3,54,1,470
0,16.4,3,56,7,446
0,6.0,3,56,8,476
0,2.2,3,56,2,482
0,19.7,3,55,4,508
1,209.8,3,56,7,492
1,93.2,3,56,6,504
0,1.3,2,54,7,456
0,6.9,2,54,2,472
0,4.7,2,54,3,498
1,9.9,2,54,5,474
0,3.8,3,54,3,470
0,19.6,3,56,8,466
0,4.2,4,57,8,490
0,4.1,3,54,6,506
0,4.9,3,52,1,494
0,4.1,3,52,6,428
0,3.9,3,54,1,464
0,83.2,3,53,8,450
1,32.4,4,57,2,480
0,9.8,4,57,4,478
0,2.2,4,57,8,494
0,4.6,4,57,1,482
1,94.9,5,57,4,500
1,210.5,4,55,2,446
0,3.9,4,54,3,510
0,20.5,4,50,1,490
0,9.7,4,51,7,450
0,10.1,5,55,3,476
1,6.9,5,55,6,476
1,36.1,4,50,2,446
0,31.6,4,57,6,510
0,3.4,5,57,7,510
0,12.2,5,57,5,468
1,8.0,3,54,3,474
1,5.9,4,54,2,490
0,2.0,2,54,8,478
0,46.3,2,54,3,458
0,3.5,2,54,7,484
1,11.0,2,54,6,444
0,5.1,3,54,6,422
0,3.3,3,53,5,434
0,31.7,3,54,5,436
1,9.8,3,54,4,444
1,3.2,3,54,8,442
0,6.4,3,54,5,418
0,3.5,3,56,3,518
0,9.2,3,54,1,438
1,47.2,3,54,2,468
1,11.5,3,56,5,470
0,2.6,3,56,6,480
0,3.4,3,56,7,460
0,3.2,3,53,6,506
1,47.3,3,55,3,482
0,43.5,2,54,5,478
0,24.0,2,54,1,576
0,1.9,3,54,2,482
0,21.0,3,56,6,452
0,14.7,3,56,2,510
1,12.9,3,56,8,460
1,5.3,3,56,1,526
0,2.3,3,54,8,464
0,6.2,3,54,7,518
0,8.2,3,54,8,498
1,4.9,4,57,1,474
1,48.6,7,57,4,500
0,1.9,3,52,7,436
0,8.8,4,55,5,446
0,3.3,3,54,6,468
1,6.7,4,57,4,472
1,46.8,4,55,5,426
0,17.6,5,57,2,484
0,3.9,4,55,5,464
0,2.8,3,54,7,466
1,7.9,4,57,4,456
1,47.5,5,57,3,484
0,6.1,4,55,6,468
0,12.8,5,55,5,490
0,4.4,4,56,8,458
0,13.3,8,56,6,496
0,5.1,7,58,8,468
1,54.3,7,57,5,506
1,8.6,4,57,7,524
0,2.8,3,54,4,536
0,17.6,3,54,6,542
0,17.5,3,54,2,446
1,40.4,4,57,1,456
0,3.7,3,53,6,476
0,83.6,3,56,4,466
0,2.4,3,56,5,510
1,258.7,3,56,7,488
1,102.2,3,56,2,490
0,2.5,3,54,3,438
0,7.1,3,54,4,502
0,87.9,3,56,1,488
1,14.8,3,54,6,440
1,5.6,3,56,3,456
0,7.6,3,54,8,466
0,14.6,3,56,1,456
0,2.6,3,53,6,520
0,31.2,3,56,7,496
1,6.0,3,56,7,466
1,217.7,3,53,6,494
0,2.2,2,54,2,508
