1,1:13.8,2.3,牝2,54,2,474(-2)
2,1:13.9,3.9,牝2,52,8,468(0)
3,1:14.0,9.0,牝2,54,1,486(0)
4,1:14.3,31.2,牝2,54,3,440(-2)
5,1:14.5,13.9,,牝2,4,486(+4)
1,1:27.3,2.1,牡2,52,7,478(+6)
2,1:27.4,3.1,牡2,55,6,488(+2)
3,1:27.5,15.9,牡2,55,6,490(+6)
4,1:27.7,26.5,,牡2,2,448(-4)
5,1:27.7,88.4,,,5,472(-6)
1,1:55.3,5.6,牡2,55,5,464(0)
2,1:55.5,8.9,牡2,53,8,476(+2)
3,1:55.5,5.2,牡2,55,7,526(-4)
4,1:55.5,2.0,,牝2,4,476(+4)
5,1:56.0,237.4,,牡2,6,464(+2)
1,1:20.5,6.3,牡2,55,7,466(-4)
2,1:21.1,30.8,牝2,51,5,450(+2)
3,1:21.3,86.0,牡2,55,2,478(+2)
4,1:21.5,1.3,,牝2,8,478(0)
5,1:21.6,11.1,,牝2,3,444(-4)
1,1:36.8,2.8,牡2,55,5,454(0)
2,1:36.9,46.3,,牡2,5,442(0)
3,1:37.3,1.8,,牝2,2,434(0)
4,1:37.5,20.2,,,4,462(0)
5,1:37.7,59.7,,,1,456(0)
1,1:58.6,3.6,牡2,55,3,476(0)
2,1:58.8,41.7,牡2,55,8,478(0)
3,1:58.8,15.9,,牡2,2,456(0)
4,1:58.8,7.6,,牡2,7,494(0)
5,1:58.9,4.9,,牡2,5,476(0)
1,2:00.4,5.4,牡2,55,3,472(+4)
2,2:00.5,13.2,牡2,55,5,492(+2)
3,2:00.7,21.3,牡2,55,5,468(-6)
4,2:00.9,4.8,牡2,55,8,502(+22)
5,2:01.2,82.2,,牡2,7,476(-6)
1,1:53.3,2.4,牝3,53,7,506(-6)
2,1:53.5,21.3,牝5,55,3,466(-2)
3,1:53.6,17.2,牝5,53,3,492(+10)
4,1:53.7,132.3,牝5,55,4,452(+6)
5,1:53.8,13.6,,牝5,5,510(+4)
1,1:47.9,2.4,牡3,55,1,482(+2)
2,1:47.9,24.0,,牡4,5,500(+8)
3,1:47.9,2.4,,牡3,7,484(-8)
4,1:48.2,100.8,,,8,416(-4)
5,1:48.3,18.6,,,6,420(+6)
1,1:23.8,40.1,牡5,57,1,510(+2)
2,1:23.8,44.0,牡6,57,6,464(+14)
3,1:24.0,38.3,牡4,57,6,490(+2)
4,1:24.1,14.2,牝5,55,5,476(+8)
5,1:24.1,16.9,牝5,55,8,466(0)
1,1:59.1,4.7,牡3,54,4,474(+6)
2,1:59.1,19.9,セ5,56,6,550(+18)
3,1:59.2,7.2,牡4,56,1,480(-4)
4,1:59.3,54.4,牡4,56,6,458(-4)
5,1:59.3,37.9,牡4,56,8,500(-2)
1,1:11.6,6.7,牝3,54,8,514(0)
2,1:12.5,7.1,牡3,56,6,464(+4)
3,1:12.6,9.5,牡3,56,3,464(-2)
4,1:12.7,5.0,,牡5,7,502(-4)
5,1:12.7,53.1,,,5,474(-6)
1,1:15.1,10.3,牡2,55,8,514(+4)
2,1:15.2,1.4,牝2,54,3,450(+2)
3,1:15.4,11.0,牡2,55,7,506(+2)
4,1:15.5,17.9,,牝2,5,444(0)
5,1:15.6,20.6,,牡2,8,476(0)
1,1:54.8,3.7,牡2,53,4,480(+8)
2,1:55.1,2.0,牡2,55,7,508(0)
3,1:55.9,13.9,牡2,55,7,504(-4)
4,1:57.0,63.8,牡2,55,2,488(-2)
5,1:57.0,8.2,,牝2,4,498(+4)
1,1:48.4,2.8,牝2,54,7,456(-4)
2,1:48.4,16.3,牝2,54,6,456(-8)
3,1:48.8,2.5,牝2,54,5,428(-10)
4,1:48.9,18.7,,牝2,4,426(+4)
5,1:49.0,22.9,,,2,470(-4)
1,3:25.1,4.7,牡5,60,3,490(+4)
2,3:25.6,4.2,60,3,6,448(+14)
3,3:25.8,2.1,1.1/2,,4,466(+4)
4,3:25.9,5.7,,,2,506(+6)
5,3:26.2,18.5,,牡4,8,488(+6)
1,2:01.7,7.6,牡2,53,2,460(0)
2,2:01.8,20.6,牡2,55,5,500(0)
3,2:02.2,3.4,,牡2,7,516(0)
4,2:02.4,4.3,,牡2,4,460(0)
5,2:02.4,43.1,,,3,438(0)
1,1:26.3,2.6,牡2,55,4,478(0)
2,1:27.2,6.4,牡2,54,8,478(0)
3,1:27.4,10.0,,牡2,3,484(0)
4,1:27.9,40.6,,,4,452(0)
5,1:28.2,36.1,,,1,472(0)
1,1:34.3,1.7,牡2,55,7,490(+4)
2,1:34.3,3.1,牡2,55,2,472(+2)
3,1:35.5,36.0,牡2,54,8,462(-4)
4,1:35.6,37.5,牡2,55,1,468(-2)
5,1:35.6,7.4,,牡2,8,488(-4)
1,1:53.9,3.2,牡3,55,8,506(+16)
2,1:54.3,3.9,,牡3,1,516(0)
3,1:55.0,2.5,,,7,474(0)
4,1:55.7,44.2,,,6,512(+4)
5,1:55.7,34.8,,,3,512(0)
1,1:20.4,3.5,牝2,54,1,454(+10)
2,1:21.2,2.6,牝2,54,7,432(-8)
3,1:21.2,19.0,牝2,54,8,444(0)
4,1:21.6,71.0,,牡2,6,450(-12)
5,1:21.6,4.6,,,5,448(0)
1,1:19.6,6.0,牡3,56,4,472(-2)
2,1:19.9,3.2,牡4,57,7,532(-2)
3,1:20.0,3.4,,牝5,8,472(-4)
4,1:20.2,5.4,,,5,456(+6)
5,1:20.3,38.5,,,3,454(-2)
1,1:44.8,4.1,牡4,55,8,510(0)
2,1:44.8,8.3,牡4,55,2,532(-2)
3,1:44.8,39.1,牝5,52,7,490(-2)
4,1:44.8,7.0,牡3,54,1,454(0)
5,1:44.9,2.7,牡5,57,5,500(+2)
1,1:12.2,7.1,牡4,57,5,470(+6)
2,1:12.7,7.4,牝5,53,6,508(+2)
3,1:12.8,60.9,セ7,57,2,470(0)
4,1:12.8,6.7,牡4,57,6,464(-2)
5,1:12.8,141.0,牡4,57,7,534(+6)
1,1:13.2,4.7,牡2,55,2,450(-8)
2,1:13.4,1.2,牡2,55,8,524(-10)
3,1:13.8,12.6,,牡2,7,500(+4)
4,1:14.6,9.9,,牝2,5,470(-2)
5,1:14.8,46.0,,牝2,3,452(-10)
1,1:56.3,1.1,牡2,55,6,500(-6)
2,1:56.9,11.2,牡2,55,3,482(-6)
3,1:57.0,8.3,,牡2,7,464(-2)
4,1:57.0,35.4,,,5,486(-2)
5,1:57.9,47.7,,,1,510(-4)
1,1:25.8,37.5,牡2,55,6,460(0)
2,1:26.0,12.6,,牡2,3,442(-4)
3,1:26.8,13.9,,牡2,1,436(0)
4,1:26.9,1.9,,,8,526(+4)
5,1:27.4,6.0,,,4,524(0)
1,1:35.3,213.8,牝2,54,2,408(-2)
2,1:35.5,17.6,牝2,54,6,444(-4)
3,1:35.8,1.7,牝2,54,6,472(+14)
4,1:35.8,4.8,牝2,54,5,428(-6)
5,1:35.9,20.7,牝2,54,8,446(0)
1,1:22.3,3.1,牝2,54,3,404(0)
2,1:22.5,19.9,牝2,54,4,416(0)
3,1:22.5,6.2,牝2,54,2,420(0)
4,1:22.6,45.4,牝2,52,4,454(0)
5,1:22.6,56.6,牝2,54,1,410(0)
1,1:55.8,12.4,牡2,55,2,480(0)
2,1:56.9,7.5,牡2,55,6,496(0)
3,1:57.0,11.4,牡2,55,5,490(0)
4,1:57.2,5.9,牡2,55,7,474(0)
5,1:57.5,6.3,牡2,55,1,516(0)
1,1:48.8,4.6,牝2,54,7,470(-6)
2,1:49.0,4.5,牡2,55,1,430(0)
3,1:49.0,23.8,,牡2,3,524(0)
4,1:49.1,1.9,,牡2,8,462(+4)
5,1:49.3,374.9,,,2,484(-2)
1,2:06.6,2.2,牡3,56,6,478(-2)
2,2:07.1,10.1,牡3,56,7,456(-4)
3,2:07.1,26.6,セ4,57,8,474(-4)
4,2:07.4,7.3,牡3,56,6,500(+4)
5,2:07.5,9.6,セ3,56,8,468(0)
1,2:00.6,4.6,牡2,55,7,472(0)
2,2:00.8,9.7,牡2,55,6,470(+4)
3,2:00.8,3.9,,牡2,3,480(-2)
4,2:01.1,5.4,,牡2,1,490(0)
5,2:01.2,29.8,,,2,466(0)
1,2:12.9,125.4,牡5,53,6,508(+6)
2,2:13.2,13.5,牡4,54,3,482(-8)
3,2:13.3,8.0,牡4,55,1,514(-4)
4,2:13.3,6.3,牡5,55,2,498(+4)
5,2:13.3,38.5,牡6,55,6,452(+4)
1,1:33.3,37.7,牡6,58,7,538(+8)
2,1:33.3,57.5,牡5,56,6,454(+2)
3,1:33.3,2.5,牝4,54,8,456(+4)
4,1:33.6,16.2,牡4,56,5,472(+6)
5,1:33.6,3.8,牝5,54,8,478(+4)
1,1:25.1,3.4,牡3,56,8,482(-4)
2,1:25.3,5.2,牝3,52,4,482(-4)
3,1:25.3,3.8,牡6,57,3,512(+8)
4,1:25.3,8.7,牡4,57,7,480(-8)
5,1:26.0,58.8,牝3,54,7,468(+4)
1,1:27.0,1.8,牡2,55,6,480(+2)
2,1:27.0,20.2,牡2,55,6,472(-12)
3,1:27.2,7.3,,牡2,7,504(-4)
4,1:27.4,61.4,,牡2,3,466(+2)
5,1:27.5,42.6,,牡2,1,482(+2)
1,1:55.3,2.5,牡2,55,8,482(+2)
2,1:55.3,5.6,,牡2,2,446(-4)
3,1:55.9,99.8,,牡2,3,484(-6)
4,1:56.1,8.5,,牡2,8,494(-6)
5,1:56.3,15.0,,,5,470(-2)
1,1:21.3,9.0,牝2,54,7,460(0)
2,1:21.3,3.6,牡2,55,3,482(+4)
3,1:21.8,3.5,牡2,55,5,478(0)
4,1:22.0,8.9,牝2,54,4,434(-4)
5,1:22.2,21.3,牝2,54,2,440(0)
1,1:10.1,13.0,牝2,54,5,468(0)
2,1:10.5,1.7,牡2,55,2,490(0)
3,1:10.8,13.6,牝2,54,8,526(0)
4,1:11.0,6.2,,牝2,8,444(0)
5,1:11.1,4.3,,,4,462(0)
1,1:48.5,6.1,牡2,55,5,482(0)
2,1:48.6,6.9,牡2,55,4,502(0)
3,1:48.7,9.9,牝2,54,6,442(0)
4,1:49.0,1.9,牡2,55,7,498(0)
5,1:49.1,58.9,牝2,54,2,474(0)
1,1:12.7,4.2,牝2,54,5,462(-6)
2,1:12.9,23.0,牡2,55,1,462(+4)
3,1:13.7,65.9,牡2,55,6,450(+2)
4,1:14.0,16.6,牡2,55,8,472(+8)
5,1:14.0,2.4,,牝2,4,498(-8)
1,1:55.6,6.8,牝3,54,6,462(+14)
2,1:56.0,4.3,,牝3,8,436(0)
3,1:56.3,6.7,,牝3,4,474(+6)
4,1:56.6,11.9,,牝6,2,526(+4)
5,1:57.0,17.5,,牝3,3,492(-14)
1,1:34.7,1.4,牝4,55,8,476(-4)
2,1:34.7,7.3,セ4,57,2,482(-2)
3,1:34.7,11.6,,牝3,6,444(-2)
4,1:34.7,16.3,,牝4,8,462(+2)
5,1:34.7,54.5,,牡7,4,482(-2)
1,2:26.6,5.6,牡4,55,3,498(+2)
2,2:26.8,27.5,牡5,54,5,518(+2)
3,2:26.8,7.7,牡4,55,4,520(0)
4,2:26.8,2.9,牡4,56,1,478(-10)
5,2:27.0,3.9,牡3,54,7,458(+2)
1,1:52.7,12.9,牡3,56,8,494(+4)
2,1:53.0,4.2,牝5,55,6,496(+12)
3,1:53.1,17.6,牝5,55,1,510(+4)
4,1:53.1,26.9,牡5,57,7,494(+4)
5,1:53.2,11.1,牡5,57,5,514(0)
1,1:32.7,11.2,牝2,54,2,484(-4)
2,1:33.5,43.7,牝2,54,5,444(+4)
3,1:33.5,4.8,牝2,54,5,452(+2)
4,1:33.9,4.5,牝2,54,2,470(+14)
5,1:33.9,52.3,牝2,54,1,470(0)
1,1:24.2,3.1,牡3,56,8,478(+6)
2,1:24.3,6.6,牡6,57,2,452(+2)
3,1:24.5,6.8,牡5,57,3,502(+8)
4,1:24.8,6.3,牡7,57,5,502(+8)
5,1:24.9,37.7,牝4,55,6,480(-4)
1,1:26.7,3.7,牝2,54,7,484(+12)
2,1:26.7,11.6,牝2,54,6,492(-6)
3,1:27.4,21.0,牝2,54,1,482(0)
4,1:27.4,16.4,牝2,54,4,438(-8)
5,1:27.9,8.3,牝2,54,7,494(+2)
1,1:56.2,22.3,牡2,55,4,466(-6)
2,1:56.2,25.6,牡2,55,7,448(-2)
3,1:56.3,3.4,牡2,55,8,494(0)
4,1:56.3,431.9,牝2,54,7,432(-6)
5,1:56.5,17.9,,牡2,6,494(+8)
