1,1:26.7,5.9,牡2,55,1,498(+8)
2,1:26.9,2.0,牡2,55,6,446(-2)
3,1:27.0,52.9,牝2,54,7,450(-2)
4,1:27.0,19.5,,牝2,3,494(-4)
5,1:27.2,6.0,,,5,470(-2)
1,1:54.5,2.0,牡2,54,7,474(+4)
2,1:55.8,14.7,,牡2,6,478(+2)
3,1:56.1,5.4,,牡2,2,506(+2)
4,1:56.2,41.4,,牡2,8,464(-6)
5,1:56.3,5.8,,牡2,1,482(+4)
1,1:21.9,2.2,牝2,54,1,416(0)
2,1:22.0,5.2,牡2,55,2,440(+2)
3,1:22.2,310.2,牝2,53,1,400(-6)
4,1:22.4,32.7,,牡2,5,434(+12)
5,1:22.8,10.8,,牡2,8,506(+8)
1,1:47.5,1.7,牡2,55,7,482(-2)
2,1:47.5,39.9,牝2,53,4,456(0)
3,1:47.9,20.2,牡2,55,7,474(-6)
4,1:48.0,7.5,牝2,54,1,462(+2)
5,1:48.1,189.8,牡2,55,5,484(-2)
1,1:36.7,9.4,牝2,54,4,450(0)
2,1:36.7,58.8,牝2,53,7,436(0)
3,1:36.9,16.8,牡2,55,8,446(0)
4,1:37.2,79.1,牝2,54,5,418(0)
5,1:37.2,2.8,牝2,54,1,436(0)
1,1:55.1,7.2,牡2,55,4,458(0)
2,1:55.2,8.7,牡2,54,5,464(0)
3,1:55.4,6.2,牡2,55,6,478(0)
4,1:55.6,6.6,牡2,55,3,490(0)
5,1:57.4,78.7,牡2,55,8,470(0)
1,1:12.3,5.4,牡3,56,6,504(+16)
2,1:12.3,5.2,牝4,54,3,466(-2)
3,1:12.7,5.7,,牝3,7,448(0)
4,1:13.0,37.8,,牝4,7,460(+4)
5,1:13.0,15.8,,牡4,3,496(+16)
1,2:01.0,4.1,牡4,57,2,484(+2)
2,2:01.1,2.4,牝4,55,4,466(-12)
3,2:01.3,7.0,牡4,57,5,452(+2)
4,2:01.7,11.6,牡5,57,6,468(+4)
5,2:01.8,95.6,牡4,57,1,482(+14)
1,2:05.6,8.4,牝6,52,6,452(+4)
2,2:05.7,35.3,牡5,53,5,532(+4)
3,2:05.8,5.1,牡3,54,4,494(+4)
4,2:06.6,37.4,セ6,53,1,462(-4)
5,2:06.6,1.9,牡3,55,8,492(+10)
1,1:24.0,6.2,牡4,57,3,494(0)
2,1:24.1,2.1,,牝3,1,466(+4)
3,1:24.4,6.3,,牡5,7,520(+18)
4,1:24.4,19.1,,,5,494(+4)
5,1:24.5,293.3,,,8,494(-2)
1,1:59.9,1.6,牝3,53,6,424(0)
2,2:00.1,3.1,牡4,56,8,488(-2)
3,2:00.2,6.6,牡4,56,1,470(+6)
4,2:00.5,64.5,牡6,56,7,468(-4)
5,2:00.6,8.6,,牡5,6,522(+10)
1,1:12.3,2.9,牡3,56,4,496(+2)
2,1:12.5,7.0,牡3,56,7,500(-6)
3,1:12.7,17.5,牡7,56,8,526(-4)
4,1:12.7,33.8,牝6,55,2,466(+4)
5,1:12.8,6.0,牡3,55,5,480(+4)
1,1:13.2,3.4,牡2,55,8,504(+2)
2,1:13.2,4.7,牡2,55,4,446(-4)
3,1:14.0,57.1,,牝2,2,432(-2)
4,1:14.0,12.0,,牡2,3,478(+4)
5,1:14.1,14.6,,,2,452(-4)
1,1:56.0,2.0,牡2,55,8,472(0)
2,1:56.2,2.7,,牡2,3,466(0)
3,1:56.6,6.2,,牡2,4,470(0)
4,1:57.1,143.7,,,8,466(-4)
5,1:57.3,23.0,,,6,444(+2)
1,1:34.4,7.8,牝2,54,4,484(-4)
2,1:34.5,7.8,牝2,54,1,474(-4)
3,1:34.6,2.4,牝2,54,7,430(-2)
4,1:34.8,8.5,,牝2,8,432(0)
5,1:34.9,14.0,,牝2,3,430(+18)
1,3:23.4,2.8,牝4,58,1,518(+4)
2,3:24.4,3.8,60,6,2,490(-2)
3,3:25.6,39.7,7,,4,500(-2)
4,3:25.9,18.4,,,3,440(-10)
5,3:26.0,3.2,,牡6,6,480(+10)
1,2:02.9,2.9,牡2,55,2,476(0)
1,2:02.9,9.3,牡2,55,3,460(0)
3,2:03.0,80.3,牡2,55,7,486(0)
4,2:03.5,6.2,,牡2,6,466(0)
5,2:03.8,7.9,,,5,470(0)
1,1:26.8,8.6,牝2,53,5,446(0)
2,1:27.5,5.2,牡2,55,3,496(0)
3,1:27.5,5.9,牡2,55,2,490(0)
4,1:27.7,1.7,,牡2,4,504(0)
5,1:27.9,38.8,,,1,488(0)
1,2:01.1,3.6,牡2,55,6,474(-4)
2,2:01.4,3.9,牡2,55,7,444(-8)
3,2:01.9,6.5,牝2,54,2,454(0)
4,2:02.1,9.0,牡2,55,3,514(-2)
5,2:02.6,191.4,牝2,53,1,450(0)
1,1:53.8,15.3,牡3,56,6,474(+4)
2,1:54.6,10.5,牡4,57,7,520(+12)
3,1:54.6,2.3,,牡3,8,434(+14)
4,1:54.8,7.0,,セ4,8,524(-2)
5,1:55.2,123.2,,牝4,4,462(-8)
1,1:09.1,7.5,牡2,55,2,482(+4)
2,1:09.4,6.2,牝2,54,6,436(-6)
3,1:09.6,2.8,牡2,55,7,444(+8)
4,1:09.7,4.3,牝2,54,1,468(-4)
5,1:09.7,25.9,,牝2,7,432(+2)
1,1:46.0,11.4,牝6,53,5,510(-4)
2,1:46.0,13.8,牡3,54,7,494(-2)
3,1:46.0,6.2,牝4,52,6,464(-2)
4,1:46.0,27.4,牝5,53,1,456(+8)
5,1:46.2,21.5,,牝4,4,460(-8)
1,1:10.7,2.1,牡3,55,1,530(+2)
2,1:10.7,7.7,牡4,56,7,508(0)
3,1:10.7,7.0,牝3,53,4,458(-8)
4,1:11.2,21.0,牡6,56,4,486(0)
5,1:11.3,5.3,セ5,56,2,448(+4)
1,1:20.9,2.8,牝3,51,7,490(-6)
2,1:20.9,15.1,,牡4,2,490(-2)
3,1:21.2,22.0,,牡7,6,464(+10)
4,1:21.2,3.3,,牝4,4,462(0)
5,1:21.3,4.9,,牡5,6,480(0)
1,1:26.6,5.3,牝2,54,4,496(0)
2,1:26.7,90.8,牝2,54,3,442(+8)
3,1:26.7,3.5,,牝2,3,494(-4)
4,1:27.1,4.1,,牝2,6,420(-2)
5,1:27.2,36.6,,牝2,5,428(-8)
1,1:54.3,1.2,牡2,55,8,460(+4)
2,1:54.5,7.2,牡2,55,3,474(-4)
3,1:54.9,37.2,牡2,55,1,462(0)
4,1:55.3,17.7,牡2,55,6,522(0)
5,1:55.7,8.0,牡2,55,6,492(+4)
1,1:13.3,63.2,牝2,54,7,486(-2)
2,1:13.3,1.3,牝2,54,5,484(-2)
3,1:13.5,15.7,牡2,55,6,530(+4)
4,1:13.8,29.7,牝2,54,1,434(+2)
5,1:14.1,4.4,牡2,55,2,532(0)
1,1:34.1,1.5,牡2,55,8,474(+6)
2,1:34.1,12.3,牝2,54,4,436(-2)
3,1:34.3,9.9,牝2,54,6,474(+4)
4,1:34.3,3.2,,牡2,8,512(0)
5,1:34.4,51.0,,牡2,5,530(+28)
1,1:09.9,35.8,牝2,54,5,420(0)
2,1:10.2,2.7,牝2,54,8,402(0)
3,1:10.3,7.9,牡2,55,5,458(0)
4,1:10.5,2.8,,牝2,4,428(0)
5,1:10.7,16.0,,牡2,6,452(0)
1,1:26.2,31.5,牝2,54,7,426(0)
2,1:26.6,3.6,牝2,54,5,502(0)
3,1:27.0,24.4,牝2,54,2,436(0)
4,1:27.1,5.4,牝2,54,1,472(0)
5,1:27.9,7.6,牝2,54,3,466(0)
1,2:02.1,9.6,牡2,55,7,492(-4)
2,2:02.2,5.7,牡2,55,5,478(-12)
3,2:02.4,3.5,牡2,55,2,492(0)
4,2:02.6,6.8,牡2,55,8,476(+8)
5,2:02.7,2.8,牡2,55,7,520(+8)
1,1:53.4,6.3,牡3,56,7,490(+2)
2,1:53.5,10.7,牡6,57,8,466(+10)
3,1:53.7,15.4,牡5,57,7,462(+4)
4,1:53.8,19.5,セ6,57,5,486(+2)
5,1:54.0,58.4,牡3,56,6,490(-6)
1,2:03.4,11.6,牡2,55,7,476(+4)
2,2:03.5,2.2,牡2,55,5,454(-4)
3,2:03.5,4.9,牡2,55,4,478(0)
4,2:03.5,11.9,牡2,55,8,456(-2)
5,2:03.7,26.9,牡2,55,6,478(+4)
1,2:32.9,9.5,牝3,50,6,456(-2)
2,2:32.9,1.5,牡3,55,4,498(+4)
3,2:33.2,3.9,牡4,54,7,478(0)
4,2:33.2,12.7,牡4,54,3,446(0)
5,2:33.6,17.1,,牡7,2,504(+4)
1,1:33.1,2.9,牡4,56,2,508(-4)
2,1:33.1,12.7,牡5,56,5,506(+2)
3,1:33.3,4.3,牡5,57,4,514(0)
4,1:33.4,196.7,牡8,56,3,464(0)
5,1:33.5,19.7,牝4,54,1,466(+10)
1,1:25.5,4.7,牡3,56,7,494(-2)
2,1:25.8,34.3,牡3,56,3,470(+2)
3,1:25.9,3.1,牡3,56,6,504(+8)
4,1:26.0,156.2,牡4,57,4,466(-9)
5,1:26.1,43.2,牝4,55,8,474(-2)
1,1:26.1,1.5,牡2,55,6,470(0)
2,1:26.2,19.4,セ2,55,8,540(0)
3,1:26.6,19.6,,牡2,7,450(-2)
4,1:26.9,91.2,,牡2,4,430(-2)
5,1:27.2,10.3,,牡2,5,490(+2)
1,1:55.5,2.8,牡2,55,1,496(-2)
2,1:55.8,2.5,牡2,55,8,494(0)
3,1:55.8,5.1,牡2,55,5,466(-2)
4,1:57.1,23.3,牡2,55,3,454(0)
5,1:57.9,18.3,牡2,55,4,464(+4)
1,1:21.5,4.4,牡2,55,4,446(0)
2,1:21.6,9.2,牡2,55,4,444(+2)
3,1:21.9,18.4,牡2,55,6,464(0)
4,1:22.0,13.7,牝2,54,5,456(+10)
5,1:22.1,5.5,,牡2,3,436(+6)
1,1:55.6,4.4,牡2,55,6,472(0)
2,1:55.8,71.4,セ2,55,4,470(0)
3,1:56.7,49.3,牡2,55,7,458(0)
4,1:57.0,145.2,牡2,55,7,448(0)
5,1:57.0,6.9,,牡2,5,448(0)
1,1:49.7,18.0,牡2,55,2,508(0)
2,1:49.9,10.7,,牝2,1,476(0)
3,1:49.9,13.7,,牡2,7,466(0)
4,1:50.2,1.5,,牡2,8,458(0)
5,1:50.4,9.0,,,5,422(0)
1,1:12.4,22.1,牡2,55,8,476(+4)
2,1:12.6,5.7,牡2,55,7,476(-2)
3,1:12.9,2.2,牡2,55,2,468(0)
4,1:13.0,66.4,牝2,54,8,486(+2)
5,1:13.5,32.0,,牡2,6,448(-4)
1,1:45.7,1.7,牡3,56,7,494(0)
2,1:45.7,6.8,牡3,56,6,460(-2)
3,1:46.1,3.8,牝3,54,1,446(+4)
4,1:46.5,24.3,牡5,57,8,478(+2)
5,1:46.5,63.8,牡7,57,6,440(-4)
1,1:33.5,4.4,牡5,57,8,464(-2)
2,1:33.5,2.2,牡3,56,7,458(+10)
3,1:33.6,6.2,牝5,55,3,480(+2)
4,1:33.6,99.3,牡6,57,7,458(+2)
5,1:33.9,84.1,,牡5,2,462(+6)
1,2:13.9,6.0,牡4,57,6,496(+4)
2,2:14.0,1.6,牡3,55,2,474(0)
3,2:14.1,7.4,牡3,55,7,460(+2)
4,2:14.3,6.9,,牡3,3,512(+4)
5,2:14.5,12.4,,,8,514(-2)
1,1:53.7,7.4,牡4,57,7,480(-6)
2,1:53.9,17.1,牡7,57,6,458(-6)
3,1:53.9,188.8,牡5,57,4,516(-2)
4,1:53.9,7.7,牡4,57,2,502(+4)
5,1:54.0,26.7,牡6,57,1,518(-2)
1,1:33.1,3.2,牝2,54,3,472(-4)
2,1:33.1,4.4,牝2,54,4,474(-2)
3,1:33.2,30.0,,牝2,6,470(-14)
4,1:33.3,4.7,,,8,458(0)
5,1:33.5,52.4,,,4,454(+4)
1,1:24.7,3.6,牡5,57,4,478(0)
2,1:24.8,5.5,牡3,56,7,470(+16)
3,1:25.1,7.6,牡3,56,6,532(+8)
4,1:25.3,3.7,牡4,57,6,494(+2)
5,1:25.4,9.9,牡3,56,8,484(+4)
1,1:55.9,1.9,牝2,54,8,494(-2)
2,1:56.9,22.3,牝2,53,6,480(-8)
3,1:57.0,5.2,牝2,54,3,476(+2)
4,1:57.0,17.2,牝2,54,3,512(0)
5,1:57.1,8.7,,牝2,4,498(+4)
1,1:13.4,1.2,牡2,55,6,488(0)
2,1:13.7,16.3,牝2,54,5,456(+4)
3,1:14.0,31.0,牡2,55,4,464(0)
4,1:14.0,105.5,牝2,54,8,428(-6)
5,1:14.0,15.0,,牡2,7,516(+10)
1,1:56.1,2.2,牡2,54,4,460(-4)
2,1:56.2,31.8,,牡2,8,498(-2)
3,1:56.4,12.7,,牡2,8,478(0)
4,1:56.5,6.4,,牡2,6,474(+4)
5,1:56.5,76.7,,牡2,5,476(-2)
1,1:48.2,3.0,牡2,55,1,520(+4)
2,1:48.2,5.6,,牡2,3,502(+4)
3,1:48.8,4.0,,,8,448(+4)
4,1:49.1,11.0,,,8,476(+2)
5,1:49.1,18.0,,,1,480(+6)
1,1:36.9,3.5,牝2,54,6,512(0)
2,1:37.1,133.2,,牡2,7,482(0)
3,1:37.3,26.1,,牡2,8,462(0)
4,1:37.3,55.4,,,7,414(0)
5,1:37.4,4.7,,,1,468(0)
1,1:13.9,3.7,牡2,55,7,444(0)
2,1:15.2,163.6,牡2,55,3,496(0)
3,1:15.5,8.3,,牝2,5,476(0)
4,1:15.7,4.2,,,6,522(0)
5,1:15.7,80.5,,,1,448(0)
1,1:53.6,2.0,牡2,55,1,476(0)
2,1:54.5,3.4,牝2,54,8,448(+4)
3,1:54.9,53.0,牝2,54,2,448(-10)
4,1:55.0,133.8,牡2,55,7,468(+8)
5,1:55.1,12.4,,牡2,4,490(+8)
1,2:08.2,6.2,牡3,55,3,490(+4)
2,2:08.4,2.6,牡3,56,7,502(-4)
3,2:08.8,5.0,牡3,56,8,498(+2)
4,2:09.0,25.1,,牡4,5,456(+10)
5,2:09.2,6.7,,,6,462(0)
1,1:08.6,3.7,牝4,55,2,458(0)
2,1:08.6,2.5,牝3,54,6,504(0)
3,1:08.9,29.8,,牝3,5,492(+4)
4,1:09.1,133.3,,牡4,1,492(+6)
5,1:09.1,68.5,,牝6,5,522(+6)
1,1:46.7,16.8,牡6,57,4,512(+12)
2,1:46.7,3.9,牝3,54,6,432(-8)
3,1:46.8,5.8,牝3,54,5,460(0)
4,1:47.0,33.2,牡3,56,1,486(+12)
5,1:47.1,2.5,牡3,56,2,464(+8)
1,1:08.1,5.8,牡6,56,5,510(+12)
2,1:08.1,4.3,牡6,56,1,498(+6)
3,1:08.1,17.6,セ5,54,8,518(+8)
4,1:08.1,5.9,,牝4,4,454(+28)
5,1:08.2,33.2,,牝7,1,512(+8)
1,1:24.3,4.7,牡4,57,3,528(-4)
2,1:24.6,23.0,牡3,56,2,456(0)
3,1:24.8,53.6,牝3,54,2,446(-10)
4,1:24.9,5.6,,牡3,8,514(+23)
5,1:25.0,3.7,,牡3,8,482(+6)
1,1:25.5,3.8,牡2,55,1,446(0)
2,1:25.8,14.1,,牡2,2,474(+4)
